Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,fbref_id,90s_shooting_dup,Gls_shooting_dup,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting_dup,PKatt_shooting_dup,fbref_id_shooting_dup,90s_passing_dup,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing_dup,A-xAG,KP,1/3,PPA,CrsPA,fbref_id_passing_dup,90s_possession_dup,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_possession_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession_dup,PrgDist_possession_dup,1/3_possession_dup,CPA,Mis,Dis,Rec,fbref_id_possession_dup,90s_defense_dup,Tkl,TklW,Def 3rd_defense_dup,Mid 3rd_defense_dup,Att 3rd_defense_dup,Tkl.1,Att_defense_dup,Tkl%,Lost,Blocks,Sh_defense_dup,Pass,Int,Tkl+Int,Clr,Err,fbref_id_defense_dup,stint_id,Gls/90,Ast/90,TklW/90,Int/90,TklWInt/90,primary_pos,secondary_pos
Lesley Ugochukwu,fr FRA,MF,Burnley,21,2004,35,27,2336,26.0,3,1,4,3,0,0,3,1,0.12,0.04,0.15,0.12,0.15,1df4a109,26.0,3,23,8,34.8,0.8846153846153846,0.31,0.13,0.38,0,0,1df4a109,26.0,,,,,,,,,,,,,,,1,,,,,,1df4a109,26.0,,,,,,,,,,,,,,,,,,,,,1df4a109,26.0,,26,,,,,,,,,,,17,,,,1df4a109,Lesley Ugochukwu__Burnley,0.11538461538461539,0.038461538461538464,1.0,0.6538461538461539,1.6538461538461537,MF,
Virgil van Dijk,nl NED,DF,Liverpool,34,1991,38,38,3420,38.0,6,0,6,6,0,0,4,0,0.16,0.0,0.16,0.16,0.16,e06683ca,38.0,6,30,14,46.7,0.7894736842105263,0.37,0.2,0.43,0,0,e06683ca,38.0,,,,,,,,,,,,,,,0,,,,,,e06683ca,38.0,,,,,,,,,,,,,,,,,,,,,e06683ca,38.0,,15,,,,,,,,,,,26,,,,e06683ca,Virgil van Dijk__Liverpool,0.15789473684210525,0.0,0.39473684210526316,0.6842105263157895,1.0789473684210527,DF,
Joël Veltman,nl NED,DF,Brighton,33,1992,24,9,1058,11.8,1,0,1,1,0,0,5,0,0.09,0.0,0.09,0.09,0.09,dad4b285,11.8,1,4,1,25.0,0.3389830508474576,0.09,0.25,1.0,0,0,dad4b285,11.8,,,,,,,,,,,,,,,0,,,,,,dad4b285,11.8,,,,,,,,,,,,,,,,,,,,,dad4b285,11.8,,17,,,,,,,,,,,19,,,,dad4b285,Joël Veltman__Brighton,0.0847457627118644,0.0,1.4406779661016949,1.6101694915254237,3.0508474576271185,DF,
Micky van de Ven,nl NED,DF,Tottenham,24,2001,35,35,3041,33.8,4,1,5,4,0,0,9,1,0.12,0.03,0.15,0.12,0.15,8fe2a392,33.8,4,16,6,37.5,0.4733727810650888,0.18,0.25,0.67,0,0,8fe2a392,33.8,,,,,,,,,,,,,,,1,,,,,,8fe2a392,33.8,,,,,,,,,,,,,,,,,,,,,8fe2a392,33.8,,20,,,,,,,,,,,21,,,,8fe2a392,Micky van de Ven__Tottenham,0.1183431952662722,0.02958579881656805,0.591715976331361,0.6213017751479291,1.2130177514792901,DF,
Kyle Walker,eng ENG,DFMF,Burnley,35,1990,36,35,3096,34.4,0,2,2,0,0,0,9,0,0.0,0.06,0.06,0.0,0.06,86dd77d1,34.4,0,4,0,0.0,0.11627906976744186,0.0,0.0,0.0,0,0,86dd77d1,34.4,,,,,,,,,,,,,,,2,,,,,,86dd77d1,34.4,,,,,,,,,,,,,,,,,,,,,86dd77d1,34.4,,32,,,,,,,,,,,43,,,,86dd77d1,Kyle Walker__Burnley,0.0,0.05813953488372093,0.9302325581395349,1.25,2.1802325581395348,DF,MF
Kyle Walker-Peters,eng ENG,DF,West Ham,28,1997,23,15,1383,15.4,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07,984a5a64,15.4,1,5,3,60.0,0.3246753246753247,0.2,0.2,0.33,0,0,984a5a64,15.4,,,,,,,,,,,,,,,0,,,,,,984a5a64,15.4,,,,,,,,,,,,,,,,,,,,,984a5a64,15.4,,30,,,,,,,,,,,9,,,,984a5a64,Kyle Walker-Peters__West Ham,0.06493506493506493,0.0,1.948051948051948,0.5844155844155844,2.5324675324675323,DF,
Aaron Wan-Bissaka,cd COD,DFMF,West Ham,27,1997,25,23,2081,23.1,0,2,2,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09,9e525177,23.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,9e525177,23.1,,,,,,,,,,,,,,,2,,,,,,9e525177,23.1,,,,,,,,,,,,,,,,,,,,,9e525177,23.1,,24,,,,,,,,,,,41,,,,9e525177,Aaron Wan-Bissaka__West Ham,0.0,0.08658008658008658,1.0389610389610389,1.7748917748917747,2.813852813852814,DF,MF
James Ward-Prowse,eng ENG,MF,Burnley,30,1994,13,7,684,7.6,0,1,1,0,0,0,1,0,0.0,0.13,0.13,0.0,0.13,3515d404,7.6,0,3,2,66.7,0.39473684210526316,0.26,0.0,0.0,0,0,3515d404,7.6,,,,,,,,,,,,,,,1,,,,,,3515d404,7.6,,,,,,,,,,,,,,,,,,,,,3515d404,7.6,,4,,,,,,,,,,,15,,,,3515d404,James Ward-Prowse__Burnley,0.0,0.13157894736842105,0.5263157894736842,1.973684210526316,2.5,MF,
Ollie Watkins,eng ENG,FW,Aston Villa,29,1995,37,33,2839,31.5,16,3,19,16,0,0,4,0,0.51,0.1,0.6,0.51,0.6,aed3a70f,31.5,16,83,38,45.8,2.634920634920635,1.2,0.19,0.42,0,0,aed3a70f,31.5,,,,,,,,,,,,,,,3,,,,,,aed3a70f,31.5,,,,,,,,,,,,,,,,,,,,,aed3a70f,31.5,,14,,,,,,,,,,,5,,,,aed3a70f,Ollie Watkins__Aston Villa,0.5079365079365079,0.09523809523809523,0.4444444444444444,0.15873015873015872,0.6031746031746031,FW,
Danny Welbeck,eng ENG,FW,Brighton,34,1990,37,26,2258,25.1,13,1,14,12,1,3,5,0,0.52,0.04,0.56,0.48,0.52,ce5143da,25.1,13,56,28,50.0,2.231075697211155,1.12,0.23,0.46,1,3,ce5143da,25.1,,,,,,,,,,,,,,,1,,,,,,ce5143da,25.1,,,,,,,,,,,,,,,,,,,,,ce5143da,25.1,,14,,,,,,,,,,,8,,,,ce5143da,Danny Welbeck__Brighton,0.5179282868525896,0.0398406374501992,0.5577689243027888,0.3187250996015936,0.8764940239043825,FW,
Adam Wharton,eng ENG,MF,Crystal Palace,21,2004,34,29,2552,28.4,1,5,6,1,0,0,6,1,0.04,0.18,0.21,0.04,0.21,4b542852,28.4,1,32,6,18.8,1.1267605633802817,0.21,0.03,0.17,0,0,4b542852,28.4,,,,,,,,,,,,,,,5,,,,,,4b542852,28.4,,,,,,,,,,,,,,,,,,,,,4b542852,28.4,,36,,,,,,,,,,,27,,,,4b542852,Adam Wharton__Crystal Palace,0.035211267605633804,0.17605633802816903,1.267605633802817,0.9507042253521127,2.2183098591549295,MF,
Ben White,eng ENG,DF,Arsenal,27,1997,12,9,702,7.8,0,1,1,0,0,0,0,0,0.0,0.13,0.13,0.0,0.13,35e413f1,7.8,0,5,1,20.0,0.6410256410256411,0.13,0.0,0.0,0,0,35e413f1,7.8,,,,,,,,,,,,,,,1,,,,,,35e413f1,7.8,,,,,,,,,,,,,,,,,,,,,35e413f1,7.8,,9,,,,,,,,,,,9,,,,35e413f1,Ben White__Arsenal,0.0,0.12820512820512822,1.153846153846154,1.153846153846154,2.307692307692308,DF,
Mats Wieffer,nl NED,DF,Brighton,25,1999,26,23,1903,21.1,2,3,5,2,0,0,8,0,0.09,0.14,0.24,0.09,0.24,4876c9ab,21.1,2,18,6,33.3,0.8530805687203791,0.28,0.11,0.33,0,0,4876c9ab,21.1,,,,,,,,,,,,,,,3,,,,,,4876c9ab,21.1,,,,,,,,,,,,,,,,,,,,,4876c9ab,21.1,,43,,,,,,,,,,,24,,,,4876c9ab,Mats Wieffer__Brighton,0.0947867298578199,0.14218009478672985,2.037914691943128,1.1374407582938388,3.1753554502369665,DF,
Neco Williams,wls WAL,DF,Nottingham,24,2001,37,36,3204,35.6,2,3,5,2,0,0,6,1,0.06,0.08,0.14,0.06,0.14,dd323728,35.6,2,46,19,41.3,1.2921348314606742,0.53,0.04,0.11,0,0,dd323728,35.6,,,,,,,,,,,,,,,3,,,,,,dd323728,35.6,,,,,,,,,,,,,,,,,,,,,dd323728,35.6,,61,,,,,,,,,,,46,,,,dd323728,Neco Williams__Nottingham,0.056179775280898875,0.08426966292134831,1.7134831460674156,1.2921348314606742,3.0056179775280896,DF,
Estêvão Willian,br BRA,MF,Chelsea,18,2007,22,12,848,9.4,2,2,4,2,0,0,4,0,0.21,0.21,0.42,0.21,0.42,2eda11b1,9.4,2,28,8,28.6,2.978723404255319,0.85,0.07,0.25,0,0,2eda11b1,9.4,,,,,,,,,,,,,,,2,,,,,,2eda11b1,9.4,,,,,,,,,,,,,,,,,,,,,2eda11b1,9.4,,6,,,,,,,,,,,4,,,,2eda11b1,Estêvão Willian__Chelsea,0.2127659574468085,0.2127659574468085,0.6382978723404255,0.425531914893617,1.0638297872340425,MF,
Joe Willock,eng ENG,MF,Newcastle,25,1999,24,10,983,10.9,0,2,2,0,0,0,3,0,0.0,0.18,0.18,0.0,0.18,a3b03921,10.9,0,17,6,35.3,1.5596330275229358,0.55,0.0,0.0,0,0,a3b03921,10.9,,,,,,,,,,,,,,,2,,,,,,a3b03921,10.9,,,,,,,,,,,,,,,,,,,,,a3b03921,10.9,,15,,,,,,,,,,,7,,,,a3b03921,Joe Willock__Newcastle,0.0,0.18348623853211007,1.3761467889908257,0.6422018348623852,2.018348623853211,MF,
Callum Wilson,eng ENG,FW,West Ham,33,1992,32,11,1251,13.9,7,1,8,7,0,0,1,0,0.5,0.07,0.58,0.5,0.58,c596fcb0,13.9,7,38,16,42.1,2.7338129496402876,1.15,0.18,0.44,0,0,c596fcb0,13.9,,,,,,,,,,,,,,,1,,,,,,c596fcb0,13.9,,,,,,,,,,,,,,,,,,,,,c596fcb0,13.9,,2,,,,,,,,,,,3,,,,c596fcb0,Callum Wilson__West Ham,0.5035971223021583,0.07194244604316546,0.14388489208633093,0.2158273381294964,0.3597122302158273,FW,
Harry Wilson,wls WAL,MF,Fulham,28,1997,36,32,2673,29.7,10,7,17,10,0,0,7,0,0.34,0.24,0.57,0.34,0.57,c6dc9ecd,29.7,10,78,25,32.1,2.6262626262626263,0.84,0.13,0.4,0,0,c6dc9ecd,29.7,,,,,,,,,,,,,,,7,,,,,,c6dc9ecd,29.7,,,,,,,,,,,,,,,,,,,,,c6dc9ecd,29.7,,19,,,,,,,,,,,16,,,,c6dc9ecd,Harry Wilson__Fulham,0.3367003367003367,0.2356902356902357,0.6397306397306397,0.5387205387205387,1.1784511784511784,MF,
Florian Wirtz,de GER,MF,Liverpool,22,2003,33,27,2378,26.4,5,3,8,5,0,0,1,0,0.19,0.11,0.3,0.19,0.3,e7fcf289,26.4,5,51,18,35.3,1.9318181818181819,0.68,0.1,0.28,0,0,e7fcf289,26.4,,,,,,,,,,,,,,,3,,,,,,e7fcf289,26.4,,,,,,,,,,,,,,,,,,,,,e7fcf289,26.4,,26,,,,,,,,,,,12,,,,e7fcf289,Florian Wirtz__Liverpool,0.1893939393939394,0.11363636363636365,0.9848484848484849,0.4545454545454546,1.4393939393939394,MF,
Nick Woltemade,de GER,FWMF,Newcastle,23,2002,33,24,1902,21.1,8,3,11,7,1,1,0,0,0.38,0.14,0.52,0.33,0.47,7ca196eb,21.1,8,32,13,40.6,1.5165876777251184,0.62,0.25,0.62,1,1,7ca196eb,21.1,,,,,,,,,,,,,,,3,,,,,,7ca196eb,21.1,,,,,,,,,,,,,,,,,,,,,7ca196eb,21.1,,13,,,,,,,,,,,5,,,,7ca196eb,Nick Woltemade__Newcastle,0.3791469194312796,0.14218009478672985,0.6161137440758293,0.23696682464454974,0.8530805687203791,FW,MF
Chris Wood,nz NZL,FW,Nottingham,33,1991,15,11,901,10.0,3,0,3,3,0,0,0,0,0.3,0.0,0.3,0.3,0.3,4e9a0555,10.0,3,23,9,39.1,2.3,0.9,0.13,0.33,0,0,4e9a0555,10.0,,,,,,,,,,,,,,,0,,,,,,4e9a0555,10.0,,,,,,,,,,,,,,,,,,,,,4e9a0555,10.0,,1,,,,,,,,,,,1,,,,4e9a0555,Chris Wood__Nottingham,0.3,0.0,0.1,0.1,0.2,FW,
Granit Xhaka,ch SUI,MF,Sunderland,32,1992,34,32,2904,32.3,1,6,7,1,0,0,8,0,0.03,0.19,0.22,0.03,0.22,e61b8aee,32.3,1,21,5,23.8,0.65015479876161,0.15,0.05,0.2,0,0,e61b8aee,32.3,,,,,,,,,,,,,,,6,,,,,,e61b8aee,32.3,,,,,,,,,,,,,,,,,,,,,e61b8aee,32.3,,33,,,,,,,,,,,29,,,,e61b8aee,Granit Xhaka__Sunderland,0.030959752321981428,0.18575851393188855,1.021671826625387,0.8978328173374613,1.9195046439628485,MF,
Yehor Yarmoliuk,ua UKR,MF,Brentford,21,2004,37,30,2659,29.5,1,2,3,1,0,0,7,0,0.03,0.07,0.1,0.03,0.1,907a5d7c,29.5,1,16,4,25.0,0.5423728813559322,0.14,0.06,0.25,0,0,907a5d7c,29.5,,,,,,,,,,,,,,,2,,,,,,907a5d7c,29.5,,,,,,,,,,,,,,,,,,,,,907a5d7c,29.5,,46,,,,,,,,,,,28,,,,907a5d7c,Yehor Yarmoliuk__Brentford,0.03389830508474576,0.06779661016949153,1.5593220338983051,0.9491525423728814,2.5084745762711864,MF,
Ryan Yates,eng ENG,MF,Nottingham,27,1997,22,2,617,6.9,0,2,2,0,0,0,3,0,0.0,0.29,0.29,0.0,0.29,c1fe2a48,6.9,0,9,2,22.2,1.3043478260869565,0.29,0.0,0.0,0,0,c1fe2a48,6.9,,,,,,,,,,,,,,,2,,,,,,c1fe2a48,6.9,,,,,,,,,,,,,,,,,,,,,c1fe2a48,6.9,,10,,,,,,,,,,,9,,,,c1fe2a48,Ryan Yates__Nottingham,0.0,0.2898550724637681,1.4492753623188406,1.3043478260869565,2.753623188405797,MF,
Leny Yoro,fr FRA,DF,Manchester Utd,19,2005,32,18,1740,19.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,6763f716,19.3,0,9,3,33.3,0.46632124352331605,0.16,0.0,0.0,0,0,6763f716,19.3,,,,,,,,,,,,,,,0,,,,,,6763f716,19.3,,,,,,,,,,,,,,,,,,,,,6763f716,19.3,,20,,,,,,,,,,,31,,,,6763f716,Leny Yoro__Manchester Utd,0.0,0.0,1.0362694300518134,1.6062176165803108,2.6424870466321244,DF,
Joshua Zirkzee,nl NED,FWMF,Manchester Utd,24,2001,24,5,626,7.0,2,1,3,2,0,0,3,0,0.29,0.14,0.43,0.29,0.43,028e70b9,7.0,2,25,9,36.0,3.5714285714285716,1.29,0.08,0.22,0,0,028e70b9,7.0,,,,,,,,,,,,,,,1,,,,,,028e70b9,7.0,,,,,,,,,,,,,,,,,,,,,028e70b9,7.0,,6,,,,,,,,,,,1,,,,028e70b9,Joshua Zirkzee__Manchester Utd,0.2857142857142857,0.14285714285714285,0.8571428571428571,0.14285714285714285,1.0,FW,MF
Martín Zubimendi,es ESP,MF,Arsenal,26,1999,38,34,2992,33.2,5,1,6,5,0,0,4,0,0.15,0.03,0.18,0.15,0.18,3ee0dd59,33.2,5,27,9,33.3,0.8132530120481927,0.27,0.19,0.56,0,0,3ee0dd59,33.2,,,,,,,,,,,,,,,1,,,,,,3ee0dd59,33.2,,,,,,,,,,,,,,,,,,,,,3ee0dd59,33.2,,39,,,,,,,,,,,39,,,,3ee0dd59,Martín Zubimendi__Arsenal,0.1506024096385542,0.03012048192771084,1.1746987951807228,1.1746987951807228,2.3493975903614457,MF,
Martin Ødegaard,no NOR,MF,Arsenal,26,1998,24,16,1369,15.2,1,6,7,1,0,0,0,0,0.07,0.39,0.46,0.07,0.46,79300479,15.2,1,22,8,36.4,1.4473684210526316,0.53,0.05,0.13,0,0,79300479,15.2,,,,,,,,,,,,,,,6,,,,,,79300479,15.2,,,,,,,,,,,,,,,,,,,,,79300479,15.2,,9,,,,,,,,,,,7,,,,79300479,Martin Ødegaard__Arsenal,0.06578947368421052,0.39473684210526316,0.5921052631578948,0.46052631578947373,1.0526315789473684,MF,
