stint_id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,fbref_id,90s_shooting_dup,Gls_shooting_dup,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting_dup,PKatt_shooting_dup,fbref_id_shooting_dup,90s_passing_dup,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing_dup,A-xAG,KP,1/3,PPA,CrsPA,fbref_id_passing_dup,90s_possession_dup,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_possession_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession_dup,PrgDist_possession_dup,1/3_possession_dup,CPA,Mis,Dis,Rec,fbref_id_possession_dup,90s_defense_dup,Tkl,TklW,Def 3rd_defense_dup,Mid 3rd_defense_dup,Att 3rd_defense_dup,Tkl.1,Att_defense_dup,Tkl%,Lost,Blocks,Sh_defense_dup,Pass,Int,Tkl+Int,Clr,Err,fbref_id_defense_dup,Gls/90,Ast/90,TklW/90,Int/90,TklWInt/90,primary_pos,secondary_pos,cluster,pca_x,pca_y
Sepp van den Berg__Brentford,Sepp van den Berg,nl NED,DF,Brentford,23,2001,32,30,2763,30.7,0,2,2,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,7bf9400b,30.7,0,23,7,30.4,0.749185667752443,0.23,0.0,0.0,0,0,7bf9400b,30.7,,,,,,,,,,,,,,,2,,,,,,7bf9400b,30.7,,,,,,,,,,,,,,,,,,,,,7bf9400b,30.7,,9,,,,,,,,,,,26,,,,7bf9400b,0.0,0.0651465798045602,0.2931596091205212,0.8469055374592834,1.1400651465798046,DF,,0,-0.5851827932701563,-1.8752275083529568
Justin Devenny__Crystal Palace,Justin Devenny,nir NIR,MFFW,Crystal Palace,21,2003,21,7,796,8.8,1,0,1,0,1,1,0,0,0.11,0.0,0.11,0.0,0.0,6c2b66fc,8.8,1,13,4,30.8,1.477272727272727,0.45,0.08,0.25,1,1,6c2b66fc,8.8,,,,,,,,,,,,,,,0,,,,,,6c2b66fc,8.8,,,,,,,,,,,,,,,,,,,,,6c2b66fc,8.8,,11,,,,,,,,,,,1,,,,6c2b66fc,0.1136363636363636,0.0,1.25,0.1136363636363636,1.3636363636363635,MF,FW,1,0.4711463736543781,-0.39957878060460406
Kiernan Dewsbury-Hall__Everton,Kiernan Dewsbury-Hall,eng ENG,MF,Everton,26,1998,31,30,2626,29.2,8,4,12,8,0,0,6,0,0.27,0.14,0.41,0.27,0.41,5c74c0f5,29.2,8,39,15,38.5,1.3356164383561644,0.51,0.21,0.53,0,0,5c74c0f5,29.2,,,,,,,,,,,,,,,4,,,,,,5c74c0f5,29.2,,,,,,,,,,,,,,,,,,,,,5c74c0f5,29.2,,26,,,,,,,,,,,14,,,,5c74c0f5,0.273972602739726,0.136986301369863,0.8904109589041096,0.4794520547945206,1.36986301369863,MF,,3,1.9501545604233,1.0771340018774527
Bafodé Diakité__Bournemouth,Bafodé Diakité,fr FRA,DF,Bournemouth,24,2001,18,15,1277,14.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1bfb6fef,14.2,0,1,0,0.0,0.0704225352112676,0.0,0.0,0.0,0,0,1bfb6fef,14.2,,,,,,,,,,,,,,,0,,,,,,1bfb6fef,14.2,,,,,,,,,,,,,,,,,,,,,1bfb6fef,14.2,,15,,,,,,,,,,,10,,,,1bfb6fef,0.0,0.0,1.0563380281690142,0.7042253521126761,1.7605633802816902,DF,,0,-2.2628439827287323,-1.4885404485435085
Amad Diallo__Manchester Utd,Amad Diallo,ci CIV,MF,Manchester Utd,23,2002,32,27,2341,26.0,2,3,5,2,0,0,2,0,0.08,0.12,0.19,0.08,0.19,9dc96f10,26.0,2,53,23,43.4,2.0384615384615383,0.88,0.04,0.09,0,0,9dc96f10,26.0,,,,,,,,,,,,,,,3,,,,,,9dc96f10,26.0,,,,,,,,,,,,,,,,,,,,,9dc96f10,26.0,,23,,,,,,,,,,,15,,,,9dc96f10,0.0769230769230769,0.1153846153846153,0.8846153846153846,0.5769230769230769,1.4615384615384617,MF,,1,0.4753455311473993,-1.0330100581979587
Habib Diarra__Sunderland,Habib Diarra,sn SEN,MF,Sunderland,21,2004,20,15,1405,15.6,2,2,4,1,1,1,6,0,0.13,0.13,0.26,0.06,0.19,6d0fe035,15.6,2,26,8,30.8,1.6666666666666667,0.51,0.08,0.25,1,1,6d0fe035,15.6,,,,,,,,,,,,,,,2,,,,,,6d0fe035,15.6,,,,,,,,,,,,,,,,,,,,,6d0fe035,15.6,,7,,,,,,,,,,,4,,,,6d0fe035,0.1282051282051282,0.1282051282051282,0.4487179487179487,0.2564102564102564,0.7051282051282052,MF,,1,1.477716929582123,-1.4256502282256058
Rúben Dias__Manchester City,Rúben Dias,pt POR,DF,Manchester City,28,1997,26,24,2141,23.8,2,0,2,2,0,0,3,0,0.08,0.0,0.08,0.08,0.08,31c69ef1,23.8,2,10,4,40.0,0.4201680672268907,0.17,0.2,0.5,0,0,31c69ef1,23.8,,,,,,,,,,,,,,,0,,,,,,31c69ef1,23.8,,,,,,,,,,,,,,,,,,,,,31c69ef1,23.8,,6,,,,,,,,,,,23,,,,31c69ef1,0.0840336134453781,0.0,0.2521008403361344,0.9663865546218487,1.218487394957983,DF,,3,0.8812519165246079,1.0101931781868512
Lucas Digne__Aston Villa,Lucas Digne,fr FRA,DF,Aston Villa,32,1993,31,21,1852,20.6,0,6,6,0,0,0,3,0,0.0,0.29,0.29,0.0,0.29,1b84dbe1,20.6,0,14,5,35.7,0.6796116504854368,0.24,0.0,0.0,0,0,1b84dbe1,20.6,,,,,,,,,,,,,,,6,,,,,,1b84dbe1,20.6,,,,,,,,,,,,,,,,,,,,,1b84dbe1,20.6,,26,,,,,,,,,,,13,,,,1b84dbe1,0.0,0.2912621359223301,1.262135922330097,0.6310679611650485,1.8932038834951452,DF,,0,-1.0485142320334806,-1.3787436535872972
Issa Diop__Fulham,Issa Diop,ma MAR,DF,Fulham,28,1997,13,8,816,9.1,1,0,1,1,0,0,2,0,0.11,0.0,0.11,0.11,0.11,a712ca2b,9.1,1,2,1,50.0,0.2197802197802197,0.11,0.5,1.0,0,0,a712ca2b,9.1,,,,,,,,,,,,,,,0,,,,,,a712ca2b,9.1,,,,,,,,,,,,,,,,,,,,,a712ca2b,9.1,,2,,,,,,,,,,,6,,,,a712ca2b,0.1098901098901098,0.0,0.2197802197802197,0.6593406593406593,0.8791208791208791,DF,,3,3.2889678714675026,3.84882267574428
El Hadji Malick Diouf__West Ham,El Hadji Malick Diouf,sn SEN,DFMF,West Ham,20,2004,32,30,2707,30.1,0,5,5,0,0,0,6,0,0.0,0.17,0.17,0.0,0.17,bd5eb2e5,30.1,0,18,4,22.2,0.5980066445182723,0.13,0.0,0.0,0,0,bd5eb2e5,30.1,,,,,,,,,,,,,,,5,,,,,,bd5eb2e5,30.1,,,,,,,,,,,,,,,,,,,,,bd5eb2e5,30.1,,19,,,,,,,,,,,32,,,,bd5eb2e5,0.0,0.1661129568106312,0.6312292358803986,1.0631229235880395,1.6943521594684383,DF,MF,0,-1.3651137369983606,-1.5886729500172396
Axel Disasi__West Ham,Axel Disasi,fr FRA,DF,West Ham,27,1998,14,14,1254,13.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ad82197c,13.9,0,5,3,60.0,0.3597122302158273,0.22,0.0,0.0,0,0,ad82197c,13.9,,,,,,,,,,,,,,,0,,,,,,ad82197c,13.9,,,,,,,,,,,,,,,,,,,,,ad82197c,13.9,,10,,,,,,,,,,,12,,,,ad82197c,0.0,0.0,0.7194244604316546,0.8633093525179856,1.5827338129496402,DF,,0,-0.7464334419749838,-0.6429821557004616
Matt Doherty__Wolves,Matt Doherty,ie IRL,DFMF,Wolves,33,1992,11,11,787,8.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,d557d734,8.7,0,3,0,0.0,0.3448275862068966,0.0,0.0,0.0,0,0,d557d734,8.7,,,,,,,,,,,,,,,0,,,,,,d557d734,8.7,,,,,,,,,,,,,,,,,,,,,d557d734,8.7,,8,,,,,,,,,,,7,,,,d557d734,0.0,0.0,0.9195402298850576,0.8045977011494253,1.7241379310344829,DF,MF,0,-2.1178928854632537,-1.572643520247203
Jeremy Doku__Manchester City,Jeremy Doku,be BEL,MFFW,Manchester City,23,2002,30,19,1784,19.8,5,5,10,5,0,0,0,0,0.25,0.25,0.5,0.25,0.5,fffea3e5,19.8,5,39,15,38.5,1.9696969696969695,0.76,0.13,0.33,0,0,fffea3e5,19.8,,,,,,,,,,,,,,,5,,,,,,fffea3e5,19.8,,,,,,,,,,,,,,,,,,,,,fffea3e5,19.8,,16,,,,,,,,,,,12,,,,fffea3e5,0.2525252525252525,0.2525252525252525,0.8080808080808081,0.6060606060606061,1.414141414141414,MF,FW,1,1.6906038298316468,-0.17185643361520575
Nicolás Domínguez__Nottingham,Nicolás Domínguez,ar ARG,MF,Nottingham,27,1998,27,17,1175,13.1,1,1,2,1,0,0,3,0,0.08,0.08,0.15,0.08,0.15,20b3a502,13.1,1,18,5,27.8,1.3740458015267176,0.38,0.06,0.2,0,0,20b3a502,13.1,,,,,,,,,,,,,,,1,,,,,,20b3a502,13.1,,,,,,,,,,,,,,,,,,,,,20b3a502,13.1,,30,,,,,,,,,,,6,,,,20b3a502,0.0763358778625954,0.0763358778625954,2.290076335877863,0.4580152671755725,2.7480916030534357,MF,,0,-1.4235951656003898,0.6872706894117525
Patrick Dorgu__Manchester Utd,Patrick Dorgu,dk DEN,MF,Manchester Utd,20,2004,26,15,1449,16.1,4,4,8,4,0,0,5,0,0.25,0.25,0.5,0.25,0.5,e6536124,16.1,4,25,11,44.0,1.5527950310559004,0.68,0.16,0.36,0,0,e6536124,16.1,,,,,,,,,,,,,,,4,,,,,,e6536124,16.1,,,,,,,,,,,,,,,,,,,,,e6536124,16.1,,30,,,,,,,,,,,16,,,,e6536124,0.248447204968944,0.248447204968944,1.8633540372670805,0.9937888198757764,2.8571428571428568,MF,,3,0.04072565549078839,1.871893587962086
Lewis Dunk__Brighton,Lewis Dunk,eng ENG,DF,Brighton,33,1991,33,31,2838,31.5,1,0,1,1,0,0,10,0,0.03,0.0,0.03,0.03,0.03,282f75f3,31.5,1,23,3,13.0,0.7301587301587301,0.1,0.04,0.33,0,0,282f75f3,31.5,,,,,,,,,,,,,,,0,,,,,,282f75f3,31.5,,,,,,,,,,,,,,,,,,,,,282f75f3,31.5,,22,,,,,,,,,,,30,,,,282f75f3,0.0317460317460317,0.0,0.6984126984126984,0.9523809523809524,1.6507936507936507,DF,,0,-1.0034049311921815,-0.4679995527947171
Marcus Edwards__Burnley,Marcus Edwards,eng ENG,MFFW,Burnley,26,1998,23,11,1067,11.9,1,3,4,1,0,0,0,0,0.08,0.25,0.34,0.08,0.34,57760e66,11.9,1,23,6,26.1,1.9327731092436973,0.51,0.04,0.17,0,0,57760e66,11.9,,,,,,,,,,,,,,,3,,,,,,57760e66,11.9,,,,,,,,,,,,,,,,,,,,,57760e66,11.9,,6,,,,,,,,,,,3,,,,57760e66,0.0840336134453781,0.2521008403361344,0.5042016806722689,0.2521008403361344,0.7563025210084033,MF,FW,1,1.219800806990744,-2.2220830832693346
Hjalmar Ekdal__Burnley,Hjalmar Ekdal,se SWE,DF,Burnley,26,1998,19,17,1539,17.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3d554589,17.1,0,6,1,16.7,0.3508771929824561,0.06,0.0,0.0,0,0,3d554589,17.1,,,,,,,,,,,,,,,0,,,,,,3d554589,17.1,,,,,,,,,,,,,,,,,,,,,3d554589,17.1,,17,,,,,,,,,,,12,,,,3d554589,0.0,0.0,0.9941520467836256,0.7017543859649122,1.6959064327485378,DF,,0,-1.7260747415706388,-1.2988800048600806
Hugo Ekitike__Liverpool,Hugo Ekitike,fr FRA,FW,Liverpool,23,2002,28,21,1803,20.0,11,4,15,11,0,0,0,0,0.55,0.2,0.75,0.55,0.75,5b92d896,20.0,11,65,19,29.2,3.25,0.95,0.17,0.58,0,0,5b92d896,20.0,,,,,,,,,,,,,,,4,,,,,,5b92d896,20.0,,,,,,,,,,,,,,,,,,,,,5b92d896,20.0,,7,,,,,,,,,,,4,,,,5b92d896,0.55,0.2,0.35,0.2,0.55,FW,,2,4.343556207471969,-0.2733913300846432
Anthony Elanga__Newcastle,Anthony Elanga,se SWE,FWMF,Newcastle,23,2002,32,14,1319,14.7,0,1,1,0,0,0,0,0,0.0,0.07,0.07,0.0,0.07,2fba6108,14.7,0,17,4,23.5,1.1564625850340136,0.27,0.0,0.0,0,0,2fba6108,14.7,,,,,,,,,,,,,,,1,,,,,,2fba6108,14.7,,,,,,,,,,,,,,,,,,,,,2fba6108,14.7,,11,,,,,,,,,,,3,,,,2fba6108,0.0,0.0680272108843537,0.7482993197278912,0.2040816326530612,0.9523809523809524,FW,MF,1,-0.2083642297117587,-2.2650126101965222
Maxime Estève__Burnley,Maxime Estève,fr FRA,DF,Burnley,23,2002,34,34,2932,32.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1a066e69,32.6,0,10,1,10.0,0.3067484662576687,0.03,0.0,0.0,0,0,1a066e69,32.6,,,,,,,,,,,,,,,0,,,,,,1a066e69,32.6,,,,,,,,,,,,,,,,,,,,,1a066e69,32.6,,27,,,,,,,,,,,37,,,,1a066e69,0.0,0.0,0.8282208588957055,1.134969325153374,1.96319018404908,DF,,0,-2.265408375587738,-1.1217622450060523
Evanilson__Bournemouth,Evanilson,br BRA,FW,Bournemouth,25,1999,36,32,2742,30.5,6,1,7,6,0,0,2,0,0.2,0.03,0.23,0.2,0.23,6f3cc2fe,30.5,6,72,23,31.9,2.360655737704918,0.75,0.08,0.26,0,0,6f3cc2fe,30.5,,,,,,,,,,,,,,,1,,,,,,6f3cc2fe,30.5,,,,,,,,,,,,,,,,,,,,,6f3cc2fe,30.5,,5,,,,,,,,,,,6,,,,6f3cc2fe,0.1967213114754098,0.0327868852459016,0.1639344262295081,0.1967213114754098,0.360655737704918,FW,,1,2.2975147289124425,-1.6045398447143415
Eberechi Eze__Arsenal,Eberechi Eze,eng ENG,MFFW,Arsenal,27,1998,32,21,1812,20.1,7,2,9,7,0,0,1,0,0.35,0.1,0.45,0.35,0.45,ae4fc6a4,20.1,7,57,18,31.6,2.835820895522388,0.89,0.12,0.39,0,0,ae4fc6a4,20.1,,,,,,,,,,,,,,,2,,,,,,ae4fc6a4,20.1,,,,,,,,,,,,,,,,,,,,,ae4fc6a4,20.1,,13,,,,,,,,,,,11,,,,ae4fc6a4,0.3482587064676616,0.099502487562189,0.6467661691542288,0.5472636815920398,1.1940298507462686,MF,FW,2,2.304545713904444,-0.18543967404550118
Bruno Fernandes__Manchester Utd,Bruno Fernandes,pt POR,MF,Manchester Utd,30,1994,35,35,3063,34.0,9,21,30,5,4,6,5,0,0.26,0.62,0.88,0.15,0.76,507c7bdf,34.0,9,85,24,28.2,2.5,0.71,0.11,0.38,4,6,507c7bdf,34.0,,,,,,,,,,,,,,,21,,,,,,507c7bdf,34.0,,,,,,,,,,,,,,,,,,,,,507c7bdf,34.0,,35,,,,,,,,,,,21,,,,507c7bdf,0.2647058823529412,0.6176470588235294,1.0294117647058822,0.6176470588235294,1.6470588235294117,MF,,1,1.909557828547065,-0.9314369145940704
Mateus Fernandes__West Ham,Mateus Fernandes,pt POR,MF,West Ham,21,2004,36,35,3016,33.5,3,4,7,3,0,0,7,0,0.09,0.12,0.21,0.09,0.21,ef491564,33.5,3,28,8,28.6,0.835820895522388,0.24,0.11,0.38,0,0,ef491564,33.5,,,,,,,,,,,,,,,4,,,,,,ef491564,33.5,,,,,,,,,,,,,,,,,,,,,ef491564,33.5,,67,,,,,,,,,,,36,,,,ef491564,0.0895522388059701,0.1194029850746268,2.0,1.0746268656716418,3.074626865671642,MF,,3,-1.6360700104274408,1.771232175077315
Enzo Fernández__Chelsea,Enzo Fernández,ar ARG,MF,Chelsea,24,2001,36,35,3115,34.6,10,4,14,8,2,2,10,0,0.29,0.12,0.4,0.23,0.35,5ff4ab71,34.6,10,72,31,43.1,2.0809248554913293,0.9,0.14,0.32,2,2,5ff4ab71,34.6,,,,,,,,,,,,,,,4,,,,,,5ff4ab71,34.6,,,,,,,,,,,,,,,,,,,,,5ff4ab71,34.6,,24,,,,,,,,,,,20,,,,5ff4ab71,0.2890173410404624,0.1156069364161849,0.6936416184971098,0.5780346820809248,1.2716763005780347,MF,,1,1.9634286636093086,0.09727613169263478
Zian Flemming__Burnley,Zian Flemming,nl NED,FW,Burnley,26,1998,29,21,1769,19.7,11,0,11,9,2,2,5,0,0.56,0.0,0.56,0.46,0.46,b3f36e72,19.7,11,52,21,40.4,2.639593908629441,1.07,0.21,0.52,2,2,b3f36e72,19.7,,,,,,,,,,,,,,,0,,,,,,b3f36e72,19.7,,,,,,,,,,,,,,,,,,,,,b3f36e72,19.7,,10,,,,,,,,,,,6,,,,b3f36e72,0.5583756345177665,0.0,0.5076142131979695,0.3045685279187817,0.8121827411167513,FW,,2,3.8524959390218885,0.8554177627498531
Phil Foden__Manchester City,Phil Foden,eng ENG,MF,Manchester City,25,2000,33,23,2086,23.2,7,5,12,7,0,0,4,0,0.3,0.22,0.52,0.3,0.52,ed1e53f3,23.2,7,55,19,34.5,2.3706896551724137,0.82,0.13,0.37,0,0,ed1e53f3,23.2,,,,,,,,,,,,,,,5,,,,,,ed1e53f3,23.2,,,,,,,,,,,,,,,,,,,,,ed1e53f3,23.2,,16,,,,,,,,,,,10,,,,ed1e53f3,0.3017241379310345,0.2155172413793103,0.6896551724137931,0.4310344827586207,1.120689655172414,MF,,1,2.2917524979135564,-0.4151546457639758
Wesley Fofana__Chelsea,Wesley Fofana,fr FRA,DF,Chelsea,24,2000,25,20,1722,19.1,0,1,1,0,0,0,9,2,0.0,0.05,0.05,0.0,0.05,132a82f1,19.1,0,8,1,12.5,0.4188481675392669,0.05,0.0,0.0,0,0,132a82f1,19.1,,,,,,,,,,,,,,,1,,,,,,132a82f1,19.1,,,,,,,,,,,,,,,,,,,,,132a82f1,19.1,,11,,,,,,,,,,,38,,,,132a82f1,0.0,0.0523560209424083,0.5759162303664921,1.9895287958115184,2.5654450261780104,DF,,0,-2.9436365316315425,-0.53886970642856
Lyle Foster__Burnley,Lyle Foster,za RSA,FWMF,Burnley,24,2000,26,15,1371,15.2,3,2,5,3,0,0,4,0,0.2,0.13,0.33,0.2,0.33,f84a807c,15.2,3,20,6,30.0,1.3157894736842106,0.39,0.15,0.5,0,0,f84a807c,15.2,,,,,,,,,,,,,,,2,,,,,,f84a807c,15.2,,,,,,,,,,,,,,,,,,,,,f84a807c,15.2,,12,,,,,,,,,,,4,,,,f84a807c,0.1973684210526315,0.131578947368421,0.7894736842105263,0.2631578947368421,1.0526315789473684,FW,MF,1,1.6723441854622174,0.05982894893931076
Jeremie Frimpong__Liverpool,Jeremie Frimpong,nl NED,DFMF,Liverpool,24,2000,21,12,1040,11.6,0,1,1,0,0,0,1,0,0.0,0.09,0.09,0.0,0.09,74f2e748,11.6,0,10,2,20.0,0.8620689655172414,0.17,0.0,0.0,0,0,74f2e748,11.6,,,,,,,,,,,,,,,1,,,,,,74f2e748,11.6,,,,,,,,,,,,,,,,,,,,,74f2e748,11.6,,9,,,,,,,,,,,6,,,,74f2e748,0.0,0.0862068965517241,0.7758620689655172,0.5172413793103449,1.293103448275862,DF,MF,0,-0.8332989864486173,-1.944319372467351
Cody Gakpo__Liverpool,Cody Gakpo,nl NED,MFFW,Liverpool,26,1999,36,32,2737,30.4,7,5,12,7,0,0,3,0,0.23,0.16,0.39,0.23,0.39,1971591f,30.4,7,87,21,24.1,2.861842105263158,0.69,0.08,0.33,0,0,1971591f,30.4,,,,,,,,,,,,,,,5,,,,,,1971591f,30.4,,,,,,,,,,,,,,,,,,,,,1971591f,30.4,,15,,,,,,,,,,,12,,,,1971591f,0.2302631578947368,0.1644736842105263,0.493421052631579,0.3947368421052631,0.8881578947368421,MF,FW,1,2.0603363947176216,-1.3106602441115605
Conor Gallagher__Tottenham,Conor Gallagher,eng ENG,MF,Tottenham,25,2000,16,14,1184,13.2,1,1,2,1,0,0,2,0,0.08,0.08,0.15,0.08,0.15,c2731c10,13.2,1,11,4,36.4,0.8333333333333334,0.3,0.09,0.25,0,0,c2731c10,13.2,,,,,,,,,,,,,,,1,,,,,,c2731c10,13.2,,,,,,,,,,,,,,,,,,,,,c2731c10,13.2,,14,,,,,,,,,,,18,,,,c2731c10,0.0757575757575757,0.0757575757575757,1.0606060606060606,1.3636363636363638,2.4242424242424243,MF,,3,-1.1119129005119486,0.8352046679634972
Alejandro Garnacho__Chelsea,Alejandro Garnacho,ar ARG,MF,Chelsea,21,2004,24,14,1268,14.1,1,4,5,1,0,0,2,0,0.07,0.28,0.35,0.07,0.35,7aa8adfe,14.1,1,33,7,21.2,2.3404255319148937,0.5,0.03,0.14,0,0,7aa8adfe,14.1,,,,,,,,,,,,,,,4,,,,,,7aa8adfe,14.1,,,,,,,,,,,,,,,,,,,,,7aa8adfe,14.1,,13,,,,,,,,,,,4,,,,7aa8adfe,0.0709219858156028,0.2836879432624113,0.9219858156028368,0.2836879432624113,1.2056737588652482,MF,,1,0.7118956354978101,-2.0717419904220096
James Garner__Everton,James Garner,eng ENG,MFDF,Everton,24,2001,38,38,3413,37.9,2,7,9,2,0,0,12,0,0.05,0.18,0.24,0.05,0.24,4e015693,37.9,2,45,14,31.1,1.187335092348285,0.37,0.04,0.14,0,0,4e015693,37.9,,,,,,,,,,,,,,,7,,,,,,4e015693,37.9,,,,,,,,,,,,,,,,,,,,,4e015693,37.9,,72,,,,,,,,,,,57,,,,4e015693,0.0527704485488126,0.1846965699208443,1.899736147757256,1.503957783641161,3.403693931398417,MF,DF,0,-2.460181237950096,0.9869078566212688
Lutsharel Geertruida__Sunderland,Lutsharel Geertruida,nl NED,DFMF,Sunderland,25,2000,28,17,1693,18.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,242e1043,18.8,0,11,3,27.3,0.5851063829787234,0.16,0.0,0.0,0,0,242e1043,18.8,,,,,,,,,,,,,,,0,,,,,,242e1043,18.8,,,,,,,,,,,,,,,,,,,,,242e1043,18.8,,22,,,,,,,,,,,20,,,,242e1043,0.0,0.0,1.1702127659574468,1.0638297872340423,2.234042553191489,DF,MF,0,-2.0869224844672476,-0.5396225095759368
Morgan Gibbs-White__Nottingham,Morgan Gibbs-White,eng ENG,MF,Nottingham,25,2000,37,35,3097,34.4,15,4,19,14,1,1,1,0,0.44,0.12,0.55,0.41,0.52,32f60ed8,34.4,15,83,32,38.6,2.412790697674419,0.93,0.18,0.47,1,1,32f60ed8,34.4,,,,,,,,,,,,,,,4,,,,,,32f60ed8,34.4,,,,,,,,,,,,,,,,,,,,,32f60ed8,34.4,,16,,,,,,,,,,,12,,,,32f60ed8,0.436046511627907,0.1162790697674418,0.4651162790697674,0.3488372093023256,0.813953488372093,MF,,2,3.327537626291563,0.18896711736831717
João Gomes__Wolves,João Gomes,br BRA,MF,Wolves,24,2001,35,32,2829,31.4,1,1,2,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,8b57ad2c,31.4,1,19,7,36.8,0.6050955414012739,0.22,0.05,0.14,0,0,8b57ad2c,31.4,,,,,,,,,,,,,,,1,,,,,,8b57ad2c,31.4,,,,,,,,,,,,,,,,,,,,,8b57ad2c,31.4,,68,,,,,,,,,,,36,,,,8b57ad2c,0.0318471337579617,0.0318471337579617,2.165605095541401,1.1464968152866242,3.3121019108280256,MF,,0,-2.639799429157615,1.4376452734800527
Rodrigo Gomes__Wolves,Rodrigo Gomes,pt POR,MFFW,Wolves,22,2003,22,9,960,10.7,3,0,3,3,0,0,0,0,0.28,0.0,0.28,0.28,0.28,8dcf77c0,10.7,3,20,6,30.0,1.869158878504673,0.56,0.15,0.5,0,0,8dcf77c0,10.7,,,,,,,,,,,,,,,0,,,,,,8dcf77c0,10.7,,,,,,,,,,,,,,,,,,,,,8dcf77c0,10.7,,18,,,,,,,,,,,11,,,,8dcf77c0,0.2803738317757009,0.0,1.6822429906542058,1.0280373831775702,2.710280373831776,MF,FW,3,-0.03977527732993459,2.1968919497109467
Toti Gomes__Wolves,Toti Gomes,pt POR,DF,Wolves,26,1999,19,17,1424,15.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,f0caab96,15.8,0,5,2,40.0,0.3164556962025316,0.13,0.0,0.0,0,0,f0caab96,15.8,,,,,,,,,,,,,,,0,,,,,,f0caab96,15.8,,,,,,,,,,,,,,,,,,,,,f0caab96,15.8,,11,,,,,,,,,,,13,,,,f0caab96,0.0,0.0,0.6962025316455696,0.8227848101265822,1.5189873417721518,DF,,0,-1.0904605382457828,-1.0722070654114888
Diego Gómez__Brighton,Diego Gómez,py PAR,MFFW,Brighton,22,2003,32,26,2120,23.6,5,1,6,5,0,0,9,0,0.21,0.04,0.25,0.21,0.25,916728da,23.6,5,42,14,33.3,1.7796610169491525,0.59,0.12,0.36,0,0,916728da,23.6,,,,,,,,,,,,,,,1,,,,,,916728da,23.6,,,,,,,,,,,,,,,,,,,,,916728da,23.6,,49,,,,,,,,,,,19,,,,916728da,0.211864406779661,0.0423728813559322,2.0762711864406778,0.8050847457627118,2.8813559322033897,MF,FW,3,-0.5860258083437777,1.8123626358493874
Joe Gomez__Liverpool,Joe Gomez,eng ENG,DF,Liverpool,28,1997,21,7,607,6.7,0,2,2,0,0,0,4,0,0.0,0.3,0.3,0.0,0.3,7a11550b,6.7,0,5,1,20.0,0.7462686567164178,0.15,0.0,0.0,0,0,7a11550b,6.7,,,,,,,,,,,,,,,2,,,,,,7a11550b,6.7,,,,,,,,,,,,,,,,,,,,,7a11550b,6.7,,7,,,,,,,,,,,8,,,,7a11550b,0.0,0.2985074626865671,1.044776119402985,1.1940298507462686,2.238805970149253,DF,,0,-1.8249548170894956,-1.3112938525724713
Nicolás González__Manchester City,Nicolás González,es ESP,MF,Manchester City,23,2002,25,17,1569,17.4,1,0,1,1,0,0,6,0,0.06,0.0,0.06,0.06,0.06,2c56a792,17.4,1,14,2,14.3,0.8045977011494253,0.11,0.07,0.5,0,0,2c56a792,17.4,,,,,,,,,,,,,,,0,,,,,,2c56a792,17.4,,,,,,,,,,,,,,,,,,,,,2c56a792,17.4,,30,,,,,,,,,,,24,,,,2c56a792,0.0574712643678161,0.0,1.7241379310344829,1.3793103448275863,3.1034482758620694,MF,,3,-2.2914240944950306,1.7684600350735598
Anthony Gordon__Newcastle,Anthony Gordon,eng ENG,FW,Newcastle,24,2001,26,24,1795,19.9,6,2,8,3,3,3,3,1,0.3,0.1,0.4,0.15,0.25,2bd83368,19.9,6,48,20,41.7,2.412060301507538,1.0,0.13,0.3,3,3,2bd83368,19.9,,,,,,,,,,,,,,,2,,,,,,2bd83368,19.9,,,,,,,,,,,,,,,,,,,,,2bd83368,19.9,,13,,,,,,,,,,,3,,,,2bd83368,0.3015075376884422,0.100502512562814,0.6532663316582915,0.1507537688442211,0.8040201005025126,FW,,2,2.6467868192808113,-0.5588263161788338
