stint_id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,fbref_id,90s_shooting_dup,Gls_shooting_dup,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting_dup,PKatt_shooting_dup,fbref_id_shooting_dup,90s_passing_dup,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing_dup,A-xAG,KP,1/3,PPA,CrsPA,fbref_id_passing_dup,90s_possession_dup,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_possession_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession_dup,PrgDist_possession_dup,1/3_possession_dup,CPA,Mis,Dis,Rec,fbref_id_possession_dup,90s_defense_dup,Tkl,TklW,Def 3rd_defense_dup,Mid 3rd_defense_dup,Att 3rd_defense_dup,Tkl.1,Att_defense_dup,Tkl%,Lost,Blocks,Sh_defense_dup,Pass,Int,Tkl+Int,Clr,Err,fbref_id_defense_dup,Gls/90,Ast/90,TklW/90,Int/90,TklWInt/90,primary_pos,secondary_pos,cluster,pca_x,pca_y
Dango Ouattara__Brentford,Dango Ouattara,bf BFA,MF,Brentford,23,2002,32,25,2276,25.3,7,3,10,7,0,0,5,0,0.28,0.12,0.4,0.28,0.4,2f9e4435,25.3,7,56,20,35.7,2.2134387351778657,0.79,0.13,0.35,0,0,2f9e4435,25.3,,,,,,,,,,,,,,,3,,,,,,2f9e4435,25.3,,,,,,,,,,,,,,,,,,,,,2f9e4435,25.3,,14,,,,,,,,,,,24,,,,2f9e4435,0.2766798418972332,0.1185770750988142,0.5533596837944664,0.9486166007905138,1.5019762845849802,MF,,1,1.5045747476599833,0.1794641079214586
Pablo__West Ham,Pablo,br BRA,MFFW,West Ham,21,2004,14,10,823,9.1,0,1,1,0,0,0,0,0,0.0,0.11,0.11,0.0,0.11,866ba412,9.1,0,12,3,25.0,1.3186813186813189,0.33,0.0,0.0,0,0,866ba412,9.1,,,,,,,,,,,,,,,1,,,,,,866ba412,9.1,,,,,,,,,,,,,,,,,,,,,866ba412,9.1,,14,,,,,,,,,,,5,,,,866ba412,0.0,0.1098901098901098,1.5384615384615383,0.5494505494505495,2.087912087912088,MF,FW,0,-1.411209614050146,-1.071041883750405
João Palhinha__Tottenham,João Palhinha,pt POR,MF,Tottenham,30,1995,33,23,2198,24.4,5,2,7,5,0,0,8,0,0.2,0.08,0.29,0.2,0.29,a78ff07f,24.4,5,33,9,27.3,1.352459016393443,0.37,0.15,0.56,0,0,a78ff07f,24.4,,,,,,,,,,,,,,,2,,,,,,a78ff07f,24.4,,,,,,,,,,,,,,,,,,,,,a78ff07f,24.4,,61,,,,,,,,,,,28,,,,a78ff07f,0.2049180327868852,0.0819672131147541,2.5,1.1475409836065575,3.6475409836065578,MF,,3,-1.4562437762918374,3.1646209548866224
Cole Palmer__Chelsea,Cole Palmer,eng ENG,MF,Chelsea,23,2002,26,24,1955,21.7,10,1,11,5,5,6,5,0,0.46,0.05,0.51,0.23,0.28,dc7f8a28,21.7,10,64,25,39.1,2.9493087557603688,1.15,0.16,0.4,5,6,dc7f8a28,21.7,,,,,,,,,,,,,,,1,,,,,,dc7f8a28,21.7,,,,,,,,,,,,,,,,,,,,,dc7f8a28,21.7,,12,,,,,,,,,,,13,,,,dc7f8a28,0.4608294930875576,0.0460829493087557,0.5529953917050692,0.599078341013825,1.152073732718894,MF,,2,2.9679328856841174,0.38790825305661714
Lucas Paquetá__West Ham,Lucas Paquetá,br BRA,MFFW,West Ham,27,1997,18,18,1511,16.8,4,1,5,2,2,2,7,1,0.24,0.06,0.3,0.12,0.18,9b6f7fd5,16.8,4,23,11,47.8,1.369047619047619,0.66,0.17,0.36,2,2,9b6f7fd5,16.8,,,,,,,,,,,,,,,1,,,,,,9b6f7fd5,16.8,,,,,,,,,,,,,,,,,,,,,9b6f7fd5,16.8,,22,,,,,,,,,,,7,,,,9b6f7fd5,0.238095238095238,0.0595238095238095,1.3095238095238095,0.4166666666666666,1.726190476190476,MF,FW,3,1.209095447801247,1.1436549737038413
Yéremy Pino__Crystal Palace,Yéremy Pino,es ESP,MFFW,Crystal Palace,22,2002,34,26,2080,23.1,2,2,4,2,0,0,4,0,0.09,0.09,0.17,0.09,0.17,540ec57b,23.1,2,45,11,24.4,1.948051948051948,0.48,0.04,0.18,0,0,540ec57b,23.1,,,,,,,,,,,,,,,2,,,,,,540ec57b,23.1,,,,,,,,,,,,,,,,,,,,,540ec57b,23.1,,20,,,,,,,,,,,8,,,,540ec57b,0.0865800865800865,0.0865800865800865,0.8658008658008658,0.3463203463203463,1.2121212121212122,MF,FW,1,0.4703533062880231,-1.3746022760579952
Pedro Porro__Tottenham,Pedro Porro,es ESP,DF,Tottenham,25,1999,34,32,2796,31.1,1,2,3,1,0,0,10,0,0.03,0.06,0.1,0.03,0.1,27d0a506,31.1,1,32,8,25.0,1.0289389067524115,0.26,0.03,0.13,0,0,27d0a506,31.1,,,,,,,,,,,,,,,2,,,,,,27d0a506,31.1,,,,,,,,,,,,,,,,,,,,,27d0a506,31.1,,50,,,,,,,,,,,31,,,,27d0a506,0.0321543408360128,0.0643086816720257,1.607717041800643,0.9967845659163986,2.604501607717041,DF,,0,-1.9082880932155137,0.14876980498808626
Freddie Potts__West Ham,Freddie Potts,eng ENG,MF,West Ham,21,2003,22,12,1171,13.0,0,1,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,86bf27f0,13.0,0,3,1,33.3,0.2307692307692307,0.08,0.0,0.0,0,0,86bf27f0,13.0,,,,,,,,,,,,,,,1,,,,,,86bf27f0,13.0,,,,,,,,,,,,,,,,,,,,,86bf27f0,13.0,,18,,,,,,,,,,,16,,,,86bf27f0,0.0,0.0769230769230769,1.3846153846153846,1.2307692307692308,2.6153846153846154,MF,,0,-2.493230717246932,-0.10915700775134543
Jacob Ramsey__Newcastle,Jacob Ramsey,eng ENG,MF,Newcastle,24,2001,28,15,1450,16.1,2,3,5,2,0,0,5,1,0.12,0.19,0.31,0.12,0.31,1544f145,16.1,2,16,4,25.0,0.9937888198757764,0.25,0.13,0.5,0,0,1544f145,16.1,,,,,,,,,,,,,,,3,,,,,,1544f145,16.1,,,,,,,,,,,,,,,,,,,,,1544f145,16.1,,21,,,,,,,,,,,9,,,,1544f145,0.124223602484472,0.186335403726708,1.3043478260869563,0.5590062111801242,1.8633540372670805,MF,,3,0.23176233744771857,0.6111598884756946
Rayan__Bournemouth,Rayan,br BRA,MF,Bournemouth,18,2006,15,13,1111,12.3,5,2,7,5,0,0,1,0,0.41,0.16,0.57,0.41,0.57,288647fc,12.3,5,28,8,28.6,2.2764227642276422,0.65,0.18,0.63,0,0,288647fc,12.3,,,,,,,,,,,,,,,2,,,,,,288647fc,12.3,,,,,,,,,,,,,,,,,,,,,288647fc,12.3,,6,,,,,,,,,,,8,,,,288647fc,0.4065040650406504,0.1626016260162601,0.4878048780487805,0.6504065040650406,1.1382113821138211,MF,,2,2.7947893820951344,0.6125779077504442
Tijjani Reijnders__Manchester City,Tijjani Reijnders,nl NED,MF,Manchester City,27,1998,28,19,1631,18.1,5,2,7,5,0,0,2,0,0.28,0.11,0.39,0.28,0.39,afb61630,18.1,5,49,16,32.7,2.707182320441989,0.88,0.1,0.31,0,0,afb61630,18.1,,,,,,,,,,,,,,,2,,,,,,afb61630,18.1,,,,,,,,,,,,,,,,,,,,,afb61630,18.1,,4,,,,,,,,,,,11,,,,afb61630,0.2762430939226519,0.1104972375690607,0.2209944751381215,0.6077348066298343,0.8287292817679557,MF,,1,2.314955888780371,-0.9617777854534294
Declan Rice__Arsenal,Declan Rice,eng ENG,MF,Arsenal,26,1999,36,35,3094,34.4,4,5,9,4,0,0,3,0,0.12,0.15,0.26,0.12,0.26,1c7012b8,34.4,4,40,13,32.5,1.162790697674419,0.38,0.1,0.31,0,0,1c7012b8,34.4,,,,,,,,,,,,,,,5,,,,,,1c7012b8,34.4,,,,,,,,,,,,,,,,,,,,,1c7012b8,34.4,,33,,,,,,,,,,,33,,,,1c7012b8,0.1162790697674418,0.1453488372093023,0.9593023255813954,0.9593023255813954,1.9186046511627908,MF,,3,-0.08670196962993917,0.24628829869459262
Chris Richards__Crystal Palace,Chris Richards,us USA,DF,Crystal Palace,25,2000,33,31,2827,31.4,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03,0a3d6d2b,31.4,1,15,2,13.3,0.4777070063694267,0.06,0.07,0.5,0,0,0a3d6d2b,31.4,,,,,,,,,,,,,,,0,,,,,,0a3d6d2b,31.4,,,,,,,,,,,,,,,,,,,,,0a3d6d2b,31.4,,35,,,,,,,,,,,43,,,,0a3d6d2b,0.0318471337579617,0.0,1.1146496815286624,1.3694267515923568,2.484076433121019,DF,,0,-1.8214819606357626,1.070662141273722
Richarlison__Tottenham,Richarlison,br BRA,FWMF,Tottenham,28,1997,32,20,1964,21.8,11,4,15,11,0,0,5,0,0.5,0.18,0.69,0.5,0.69,fa031b34,21.8,11,61,26,42.6,2.7981651376146788,1.19,0.18,0.42,0,0,fa031b34,21.8,,,,,,,,,,,,,,,4,,,,,,fa031b34,21.8,,,,,,,,,,,,,,,,,,,,,fa031b34,21.8,,16,,,,,,,,,,,7,,,,fa031b34,0.5045871559633027,0.18348623853211,0.7339449541284403,0.3211009174311926,1.055045871559633,FW,MF,2,3.52858903768542,0.301998373822115
Chris Rigg__Sunderland,Chris Rigg,eng ENG,MF,Sunderland,18,2007,18,11,761,8.5,1,1,2,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,35741fe2,8.5,1,12,3,25.0,1.411764705882353,0.35,0.08,0.33,0,0,35741fe2,8.5,,,,,,,,,,,,,,,1,,,,,,35741fe2,8.5,,,,,,,,,,,,,,,,,,,,,35741fe2,8.5,,8,,,,,,,,,,,4,,,,35741fe2,0.1176470588235294,0.1176470588235294,0.9411764705882352,0.4705882352941176,1.411764705882353,MF,,1,0.4506565650033965,-0.5118210465435412
Andy Robertson__Liverpool,Andy Robertson,sct SCO,DF,Liverpool,31,1994,24,11,1176,13.1,1,0,1,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08,2e4f5f03,13.1,1,10,3,30.0,0.7633587786259542,0.23,0.1,0.33,0,0,2e4f5f03,13.1,,,,,,,,,,,,,,,0,,,,,,2e4f5f03,13.1,,,,,,,,,,,,,,,,,,,,,2e4f5f03,13.1,,10,,,,,,,,,,,7,,,,2e4f5f03,0.0763358778625954,0.0,0.7633587786259542,0.5343511450381679,1.297709923664122,DF,,3,0.20223989365604955,-0.13101760577358468
Antonee Robinson__Fulham,Antonee Robinson,us USA,DFMF,Fulham,27,1997,22,17,1492,16.6,1,0,1,0,1,1,5,0,0.06,0.0,0.06,0.0,0.0,289601e6,16.6,1,6,1,16.7,0.36144578313253,0.06,0.17,1.0,1,1,289601e6,16.6,,,,,,,,,,,,,,,0,,,,,,289601e6,16.6,,,,,,,,,,,,,,,,,,,,,289601e6,16.6,,31,,,,,,,,,,,28,,,,289601e6,0.0602409638554216,0.0,1.867469879518072,1.686746987951807,3.5542168674698797,DF,MF,3,-2.032259380119698,4.1108393725823635
Joe Rodon__Leeds United,Joe Rodon,wls WAL,DF,Leeds United,27,1997,35,33,2951,32.8,2,0,2,2,0,0,3,0,0.06,0.0,0.06,0.06,0.06,8d62d31a,32.8,2,18,7,38.9,0.5487804878048781,0.21,0.11,0.29,0,0,8d62d31a,32.8,,,,,,,,,,,,,,,0,,,,,,8d62d31a,32.8,,,,,,,,,,,,,,,,,,,,,8d62d31a,32.8,,19,,,,,,,,,,,30,,,,8d62d31a,0.0609756097560975,0.0,0.5792682926829269,0.9146341463414634,1.4939024390243905,DF,,3,-0.05412690195056846,0.2342545073795221
Rodri__Manchester City,Rodri,es ESP,MF,Manchester City,29,1996,21,17,1511,16.8,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06,6434f10d,16.8,1,16,3,18.8,0.9523809523809524,0.18,0.06,0.33,0,0,6434f10d,16.8,,,,,,,,,,,,,,,0,,,,,,6434f10d,16.8,,,,,,,,,,,,,,,,,,,,,6434f10d,16.8,,25,,,,,,,,,,,12,,,,6434f10d,0.0595238095238095,0.0,1.488095238095238,0.7142857142857143,2.202380952380952,MF,,0,-1.2129203892459426,0.38888224560511564
Morgan Rogers__Aston Villa,Morgan Rogers,eng ENG,MF,Aston Villa,23,2002,37,37,3280,36.4,10,6,16,10,0,0,7,0,0.27,0.16,0.44,0.27,0.44,2e5915f1,36.4,10,84,32,38.1,2.307692307692308,0.88,0.12,0.31,0,0,2e5915f1,36.4,,,,,,,,,,,,,,,6,,,,,,2e5915f1,36.4,,,,,,,,,,,,,,,,,,,,,2e5915f1,36.4,,23,,,,,,,,,,,13,,,,2e5915f1,0.2747252747252747,0.1648351648351648,0.6318681318681318,0.3571428571428571,0.989010989010989,MF,,1,2.253865605924486,-0.6062455666225516
Merlin Röhl__Everton,Merlin Röhl,de GER,MF,Everton,23,2002,16,6,682,7.6,1,0,1,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13,1f2c7b55,7.6,1,11,1,9.1,1.4473684210526316,0.13,0.09,1.0,0,0,1f2c7b55,7.6,,,,,,,,,,,,,,,0,,,,,,1f2c7b55,7.6,,,,,,,,,,,,,,,,,,,,,1f2c7b55,7.6,,13,,,,,,,,,,,4,,,,1f2c7b55,0.131578947368421,0.0,1.7105263157894737,0.5263157894736842,2.236842105263158,MF,,3,-0.11350291335468995,1.923262552010447
Cristian Romero__Tottenham,Cristian Romero,ar ARG,DF,Tottenham,27,1998,23,22,1868,20.8,4,1,5,4,0,0,11,2,0.19,0.05,0.24,0.19,0.24,a3d94a58,20.8,4,17,6,35.3,0.8173076923076923,0.29,0.24,0.67,0,0,a3d94a58,20.8,,,,,,,,,,,,,,,1,,,,,,a3d94a58,20.8,,,,,,,,,,,,,,,,,,,,,a3d94a58,20.8,,30,,,,,,,,,,,31,,,,a3d94a58,0.1923076923076923,0.048076923076923,1.4423076923076923,1.4903846153846154,2.9326923076923075,DF,,3,-0.36957347862244533,3.4342388790552736
Georginio Rutter__Brighton,Georginio Rutter,fr FRA,MFFW,Brighton,23,2002,32,20,1786,19.8,3,3,6,3,0,0,2,0,0.15,0.15,0.3,0.15,0.3,c64c01fc,19.8,3,42,14,33.3,2.121212121212121,0.71,0.07,0.21,0,0,c64c01fc,19.8,,,,,,,,,,,,,,,3,,,,,,c64c01fc,19.8,,,,,,,,,,,,,,,,,,,,,c64c01fc,19.8,,19,,,,,,,,,,,11,,,,c64c01fc,0.1515151515151515,0.1515151515151515,0.9595959595959596,0.5555555555555556,1.5151515151515151,MF,FW,1,0.7610651579814922,-0.7115259259962381
Noah Sadiki__Sunderland,Noah Sadiki,cd COD,MF,Sunderland,20,2004,33,33,2889,32.1,0,1,1,0,0,0,9,0,0.0,0.03,0.03,0.0,0.03,645481cc,32.1,0,19,5,26.3,0.5919003115264797,0.16,0.0,0.0,0,0,645481cc,32.1,,,,,,,,,,,,,,,1,,,,,,645481cc,32.1,,,,,,,,,,,,,,,,,,,,,645481cc,32.1,,26,,,,,,,,,,,33,,,,645481cc,0.0,0.0311526479750778,0.8099688473520249,1.02803738317757,1.838006230529595,MF,,0,-1.6081469171394154,-1.0706328060901273
Bukayo Saka__Arsenal,Bukayo Saka,eng ENG,FWMF,Arsenal,23,2001,31,25,2222,24.7,7,5,12,6,1,1,2,0,0.28,0.2,0.49,0.24,0.45,bc7dc64d,24.7,7,71,27,38.0,2.8744939271255063,1.09,0.1,0.26,1,1,bc7dc64d,24.7,,,,,,,,,,,,,,,5,,,,,,bc7dc64d,24.7,,,,,,,,,,,,,,,,,,,,,bc7dc64d,24.7,,19,,,,,,,,,,,16,,,,bc7dc64d,0.2834008097165992,0.2024291497975708,0.7692307692307693,0.6477732793522267,1.417004048582996,FW,MF,1,1.8959448573210285,-0.5178616934826065
Mohamed Salah__Liverpool,Mohamed Salah,eg EGY,MF,Liverpool,33,1992,27,23,2146,23.8,7,7,14,6,1,1,1,0,0.29,0.29,0.59,0.25,0.55,e342ad68,23.8,7,68,19,27.9,2.857142857142857,0.8,0.1,0.37,1,1,e342ad68,23.8,,,,,,,,,,,,,,,7,,,,,,e342ad68,23.8,,,,,,,,,,,,,,,,,,,,,e342ad68,23.8,,12,,,,,,,,,,,3,,,,e342ad68,0.2941176470588235,0.2941176470588235,0.5042016806722689,0.1260504201680672,0.6302521008403361,MF,,1,2.9430328558111505,-1.5135292344690048
William Saliba__Arsenal,William Saliba,fr FRA,DF,Arsenal,24,2001,31,30,2614,29.0,1,0,1,1,0,0,2,0,0.03,0.0,0.03,0.03,0.03,972aeb2a,29.0,1,5,1,20.0,0.1724137931034483,0.03,0.2,1.0,0,0,972aeb2a,29.0,,,,,,,,,,,,,,,0,,,,,,972aeb2a,29.0,,,,,,,,,,,,,,,,,,,,,972aeb2a,29.0,,23,,,,,,,,,,,15,,,,972aeb2a,0.0344827586206896,0.0,0.7931034482758621,0.5172413793103449,1.3103448275862069,DF,,3,0.7704763355350324,1.8461358370817547
Jadon Sancho__Aston Villa,Jadon Sancho,eng ENG,MF,Aston Villa,25,2000,23,9,876,9.7,0,2,2,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21,dbf053da,9.7,0,10,3,30.0,1.0309278350515465,0.31,0.0,0.0,0,0,dbf053da,9.7,,,,,,,,,,,,,,,2,,,,,,dbf053da,9.7,,,,,,,,,,,,,,,,,,,,,dbf053da,9.7,,2,,,,,,,,,,,2,,,,dbf053da,0.0,0.2061855670103093,0.2061855670103093,0.2061855670103093,0.4123711340206186,MF,,1,0.6521864711431007,-3.024841840532574
Ibrahim Sangaré__Nottingham,Ibrahim Sangaré,ci CIV,MF,Nottingham,27,1997,28,25,2075,23.1,2,2,4,2,0,0,5,0,0.09,0.09,0.17,0.09,0.17,bced0375,23.1,2,16,5,31.3,0.6926406926406926,0.22,0.13,0.4,0,0,bced0375,23.1,,,,,,,,,,,,,,,2,,,,,,bced0375,23.1,,,,,,,,,,,,,,,,,,,,,bced0375,23.1,,32,,,,,,,,,,,22,,,,bced0375,0.0865800865800865,0.0865800865800865,1.3852813852813852,0.9523809523809524,2.3376623376623376,MF,,3,-0.728403821971694,1.2441318968626025
Andrey Santos__Chelsea,Andrey Santos,br BRA,MF,Chelsea,21,2004,27,13,1260,14.0,1,0,1,1,0,0,4,0,0.07,0.0,0.07,0.07,0.07,dd745366,14.0,1,11,2,18.2,0.7857142857142857,0.14,0.09,0.5,0,0,dd745366,14.0,,,,,,,,,,,,,,,0,,,,,,dd745366,14.0,,,,,,,,,,,,,,,,,,,,,dd745366,14.0,,21,,,,,,,,,,,18,,,,dd745366,0.0714285714285714,0.0,1.5,1.2857142857142858,2.7857142857142856,MF,,3,-1.7217318447786232,1.624654501368661
Ismaila Sarr__Crystal Palace,Ismaila Sarr,sn SEN,MF,Crystal Palace,27,1998,28,24,2174,24.2,9,1,10,6,3,3,2,0,0.37,0.04,0.41,0.25,0.29,bfdb33aa,24.2,9,48,21,43.8,1.9834710743801651,0.87,0.19,0.43,3,3,bfdb33aa,24.2,,,,,,,,,,,,,,,1,,,,,,bfdb33aa,24.2,,,,,,,,,,,,,,,,,,,,,bfdb33aa,24.2,,9,,,,,,,,,,,7,,,,bfdb33aa,0.371900826446281,0.0413223140495867,0.371900826446281,0.2892561983471075,0.6611570247933884,MF,,2,3.1502176606922516,0.2367238443020084
Sávio__Manchester City,Sávio,br BRA,MF,Manchester City,21,2004,24,7,833,9.3,1,1,2,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,fe6e7156,9.3,1,20,11,55.0,2.150537634408602,1.19,0.05,0.09,0,0,fe6e7156,9.3,,,,,,,,,,,,,,,1,,,,,,fe6e7156,9.3,,,,,,,,,,,,,,,,,,,,,fe6e7156,9.3,,5,,,,,,,,,,,5,,,,fe6e7156,0.1075268817204301,0.1075268817204301,0.5376344086021505,0.5376344086021505,1.075268817204301,MF,,1,1.3236914085127063,-1.1632005115209547
Nicolò Savona__Nottingham,Nicolò Savona,it ITA,DF,Nottingham,22,2003,14,11,1028,11.4,2,0,2,2,0,0,2,0,0.18,0.0,0.18,0.18,0.18,e041497d,11.4,2,5,3,60.0,0.4385964912280701,0.26,0.4,0.67,0,0,e041497d,11.4,,,,,,,,,,,,,,,0,,,,,,e041497d,11.4,,,,,,,,,,,,,,,,,,,,,e041497d,11.4,,12,,,,,,,,,,,5,,,,e041497d,0.175438596491228,0.0,1.0526315789473684,0.4385964912280701,1.4912280701754386,DF,,3,2.3382409966143776,3.4138768281911522
Oliver Scarles__West Ham,Oliver Scarles,eng ENG,DFMF,West Ham,19,2005,13,9,659,7.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,242e5e6d,7.3,0,3,0,0.0,0.4109589041095891,0.0,0.0,0.0,0,0,242e5e6d,7.3,,,,,,,,,,,,,,,0,,,,,,242e5e6d,7.3,,,,,,,,,,,,,,,,,,,,,242e5e6d,7.3,,19,,,,,,,,,,,13,,,,242e5e6d,0.0,0.0,2.602739726027397,1.7808219178082192,4.383561643835616,DF,MF,0,-5.296991354214603,1.4050191526143392
Kevin Schade__Brentford,Kevin Schade,de GER,MFFW,Brentford,23,2001,35,32,2745,30.5,8,3,11,8,0,1,6,1,0.26,0.1,0.36,0.26,0.36,52afb588,30.5,8,57,24,42.1,1.8688524590163933,0.79,0.14,0.33,0,1,52afb588,30.5,,,,,,,,,,,,,,,3,,,,,,52afb588,30.5,,,,,,,,,,,,,,,,,,,,,52afb588,30.5,,27,,,,,,,,,,,19,,,,52afb588,0.2622950819672131,0.0983606557377049,0.8852459016393442,0.6229508196721312,1.5081967213114753,MF,FW,1,1.486484791425556,0.40636175673668534
Fabian Schär__Newcastle,Fabian Schär,ch SUI,DF,Newcastle,33,1991,16,11,1091,12.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,c8aa95da,12.1,0,17,4,23.5,1.4049586776859504,0.33,0.0,0.0,0,0,c8aa95da,12.1,,,,,,,,,,,,,,,0,,,,,,c8aa95da,12.1,,,,,,,,,,,,,,,,,,,,,c8aa95da,12.1,,9,,,,,,,,,,,16,,,,c8aa95da,0.0,0.0,0.7438016528925621,1.322314049586777,2.066115702479339,DF,,0,-1.6558469855679312,-0.9260778068429859
Alex Scott__Bournemouth,Alex Scott,eng ENG,MF,Bournemouth,21,2003,37,34,2849,31.7,3,1,4,3,0,0,5,0,0.09,0.03,0.13,0.09,0.13,104d0bb8,31.7,3,44,13,29.5,1.38801261829653,0.41,0.07,0.23,0,0,104d0bb8,31.7,,,,,,,,,,,,,,,1,,,,,,104d0bb8,31.7,,,,,,,,,,,,,,,,,,,,,104d0bb8,31.7,,38,,,,,,,,,,,35,,,,104d0bb8,0.0946372239747634,0.0315457413249211,1.1987381703470033,1.1041009463722398,2.302839116719243,MF,,0,-0.9241681277151369,0.4383663961284002
Antoine Semenyo__Manchester City,Antoine Semenyo,gh GHA,MFFW,Manchester City,25,2000,17,17,1397,15.5,7,1,8,7,0,0,1,0,0.45,0.06,0.52,0.45,0.52,efd2ec23,15.5,7,34,14,41.2,2.193548387096774,0.9,0.21,0.5,0,0,efd2ec23,15.5,,,,,,,,,,,,,,,1,,,,,,efd2ec23,15.5,,,,,,,,,,,,,,,,,,,,,efd2ec23,15.5,,11,,,,,,,,,,,6,,,,efd2ec23,0.4516129032258064,0.064516129032258,0.7096774193548387,0.3870967741935484,1.096774193548387,MF,FW,2,3.088786057435974,0.9651158661934868
Antoine Semenyo__Bournemouth,Antoine Semenyo,gh GHA,MF,Bournemouth,25,2000,20,20,1798,20.0,10,3,13,9,1,2,6,0,0.5,0.15,0.65,0.45,0.6,efd2ec23,20.0,10,49,27,55.1,2.45,1.35,0.2,0.37,1,2,efd2ec23,20.0,,,,,,,,,,,,,,,3,,,,,,efd2ec23,20.0,,,,,,,,,,,,,,,,,,,,,efd2ec23,20.0,,20,,,,,,,,,,,6,,,,efd2ec23,0.5,0.15,1.0,0.3,1.3,MF,,2,3.3221525210148473,0.938032226452639
Marcos Senesi__Bournemouth,Marcos Senesi,ar ARG,DF,Bournemouth,28,1997,37,37,3288,36.5,0,5,5,0,0,0,8,0,0.0,0.14,0.14,0.0,0.14,35141f4c,36.5,0,17,5,29.4,0.4657534246575342,0.14,0.0,0.0,0,0,35141f4c,36.5,,,,,,,,,,,,,,,5,,,,,,35141f4c,36.5,,,,,,,,,,,,,,,,,,,,,35141f4c,36.5,,34,,,,,,,,,,,50,,,,35141f4c,0.0,0.136986301369863,0.9315068493150684,1.36986301369863,2.3013698630136985,DF,,0,-2.0617595235840325,-0.6976972697757018
Benjamin Šeško__Manchester Utd,Benjamin Šeško,si SVN,FW,Manchester Utd,22,2003,30,17,1643,18.3,11,1,12,11,0,0,2,0,0.6,0.05,0.66,0.6,0.66,3260690c,18.3,11,61,34,55.7,3.333333333333333,1.86,0.18,0.32,0,0,3260690c,18.3,,,,,,,,,,,,,,,1,,,,,,3260690c,18.3,,,,,,,,,,,,,,,,,,,,,3260690c,18.3,,3,,,,,,,,,,,3,,,,3260690c,0.6010928961748634,0.0546448087431694,0.1639344262295081,0.1639344262295081,0.3278688524590163,FW,,2,4.887529331959454,-0.20923847908214632
Ryan Sessegnon__Fulham,Ryan Sessegnon,eng ENG,DFMF,Fulham,25,2000,27,20,1823,20.3,3,1,4,3,0,0,0,0,0.15,0.05,0.2,0.15,0.2,6aa3e78b,20.3,3,16,4,25.0,0.7881773399014778,0.2,0.19,0.75,0,0,6aa3e78b,20.3,,,,,,,,,,,,,,,1,,,,,,6aa3e78b,20.3,,,,,,,,,,,,,,,,,,,,,6aa3e78b,20.3,,29,,,,,,,,,,,23,,,,6aa3e78b,0.147783251231527,0.0492610837438423,1.4285714285714286,1.1330049261083743,2.561576354679803,DF,MF,3,-0.3378348404453123,2.653198970939401
Luke Shaw__Manchester Utd,Luke Shaw,eng ENG,DF,Manchester Utd,30,1995,38,38,3219,35.8,1,1,2,1,0,0,9,0,0.03,0.03,0.06,0.03,0.06,9c94165b,35.8,1,10,3,30.0,0.2793296089385475,0.08,0.1,0.33,0,0,9c94165b,35.8,,,,,,,,,,,,,,,1,,,,,,9c94165b,35.8,,,,,,,,,,,,,,,,,,,,,9c94165b,35.8,,45,,,,,,,,,,,43,,,,9c94165b,0.0279329608938547,0.0279329608938547,1.2569832402234635,1.2011173184357542,2.458100558659218,DF,,3,-1.5583481868757336,1.1294242075692187
Bernardo Silva__Manchester City,Bernardo Silva,pt POR,MF,Manchester City,30,1994,38,34,2872,31.9,2,4,6,2,0,0,10,0,0.06,0.13,0.19,0.06,0.19,3eb22ec9,31.9,2,30,7,23.3,0.9404388714733544,0.22,0.07,0.29,0,0,3eb22ec9,31.9,,,,,,,,,,,,,,,4,,,,,,3eb22ec9,31.9,,,,,,,,,,,,,,,,,,,,,3eb22ec9,31.9,,28,,,,,,,,,,,21,,,,3eb22ec9,0.0626959247648902,0.1253918495297805,0.877742946708464,0.658307210031348,1.536050156739812,MF,,1,-0.1994014450474957,-0.5617739277263948
