Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,fbref_id,90s_shooting_dup,Gls_shooting_dup,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting_dup,PKatt_shooting_dup,fbref_id_shooting_dup,90s_passing_dup,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing_dup,A-xAG,KP,1/3,PPA,CrsPA,fbref_id_passing_dup,90s_possession_dup,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_possession_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession_dup,PrgDist_possession_dup,1/3_possession_dup,CPA,Mis,Dis,Rec,fbref_id_possession_dup,90s_defense_dup,Tkl,TklW,Def 3rd_defense_dup,Mid 3rd_defense_dup,Att 3rd_defense_dup,Tkl.1,Att_defense_dup,Tkl%,Lost,Blocks,Sh_defense_dup,Pass,Int,Tkl+Int,Clr,Err,fbref_id_defense_dup,stint_id
Đorđe Petrović,rs SRB,GK,Bournemouth,25,1999,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0cf321c8,38.0,0,0,0,,0.0,0.0,,,0,0,0cf321c8,38.0,,,,,,,,,,,,,,,0,,,,,,0cf321c8,38.0,,,,,,,,,,,,,,,,,,,,,0cf321c8,38.0,,0,,,,,,,,,,,0,,,,0cf321c8,Đorđe Petrović__Bournemouth
Jordan Pickford,eng ENG,GK,Everton,31,1994,38,38,3420,38.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,4806ec67,38.0,0,0,0,,0.0,0.0,,,0,0,4806ec67,38.0,,,,,,,,,,,,,,,0,,,,,,4806ec67,38.0,,,,,,,,,,,,,,,,,,,,,4806ec67,38.0,,1,,,,,,,,,,,0,,,,4806ec67,Jordan Pickford__Everton
Ethan Pinnock,jm JAM,DF,Brentford,32,1993,4,4,318,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,e541326e,3.5,0,1,1,100.0,0.28,0.28,0.0,0.0,0,0,e541326e,3.5,,,,,,,,,,,,,,,0,,,,,,e541326e,3.5,,,,,,,,,,,,,,,,,,,,,e541326e,3.5,,5,,,,,,,,,,,5,,,,e541326e,Ethan Pinnock__Brentford
Yéremy Pino,es ESP,MFFW,Crystal Palace,22,2002,34,26,2080,23.1,2,2,4,2,0,0,4,0,0.09,0.09,0.17,0.09,0.17,540ec57b,23.1,2,45,11,24.4,1.95,0.48,0.04,0.18,0,0,540ec57b,23.1,,,,,,,,,,,,,,,2,,,,,,540ec57b,23.1,,,,,,,,,,,,,,,,,,,,,540ec57b,23.1,,20,,,,,,,,,,,8,,,,540ec57b,Yéremy Pino__Crystal Palace
Joël Piroe,sr SUR,FW,Leeds United,25,1999,16,2,258,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1f0072a6,2.9,0,14,3,21.4,4.88,1.05,0.0,0.0,0,0,1f0072a6,2.9,,,,,,,,,,,,,,,0,,,,,,1f0072a6,2.9,,,,,,,,,,,,,,,,,,,,,1f0072a6,2.9,,1,,,,,,,,,,,1,,,,1f0072a6,Joël Piroe__Leeds United
Nick Pope,eng ENG,GK,Newcastle,33,1992,27,27,2416,26.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,4b40d9ca,26.8,0,1,1,100.0,0.04,0.04,0.0,0.0,0,0,4b40d9ca,26.8,,,,,,,,,,,,,,,0,,,,,,4b40d9ca,26.8,,,,,,,,,,,,,,,,,,,,,4b40d9ca,26.8,,1,,,,,,,,,,,0,,,,4b40d9ca,Nick Pope__Newcastle
Pedro Porro,es ESP,DF,Tottenham,25,1999,34,32,2796,31.1,1,2,3,1,0,0,10,0,0.03,0.06,0.1,0.03,0.1,27d0a506,31.1,1,32,8,25.0,1.03,0.26,0.03,0.13,0,0,27d0a506,31.1,,,,,,,,,,,,,,,2,,,,,,27d0a506,31.1,,,,,,,,,,,,,,,,,,,,,27d0a506,31.1,,50,,,,,,,,,,,31,,,,27d0a506,Pedro Porro__Tottenham
Freddie Potts,eng ENG,MF,West Ham,21,2003,22,12,1171,13.0,0,1,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,86bf27f0,13.0,0,3,1,33.3,0.23,0.08,0.0,0.0,0,0,86bf27f0,13.0,,,,,,,,,,,,,,,1,,,,,,86bf27f0,13.0,,,,,,,,,,,,,,,,,,,,,86bf27f0,13.0,,18,,,,,,,,,,,16,,,,86bf27f0,Freddie Potts__West Ham
Aaron Ramsdale,eng ENG,GK,Newcastle,27,1998,12,11,1004,11.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,466fb2c5,11.2,0,0,0,,0.0,0.0,,,0,0,466fb2c5,11.2,,,,,,,,,,,,,,,0,,,,,,466fb2c5,11.2,,,,,,,,,,,,,,,,,,,,,466fb2c5,11.2,,0,,,,,,,,,,,0,,,,466fb2c5,Aaron Ramsdale__Newcastle
Jacob Ramsey,eng ENG,MF,Newcastle,24,2001,28,15,1450,16.1,2,3,5,2,0,0,5,1,0.12,0.19,0.31,0.12,0.31,1544f145,16.1,2,16,4,25.0,0.99,0.25,0.13,0.5,0,0,1544f145,16.1,,,,,,,,,,,,,,,3,,,,,,1544f145,16.1,,,,,,,,,,,,,,,,,,,,,1544f145,16.1,,21,,,,,,,,,,,9,,,,1544f145,Jacob Ramsey__Newcastle
David Raya,es ESP,GK,Arsenal,29,1995,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,98ea5115,37.0,0,0,0,,0.0,0.0,,,0,0,98ea5115,37.0,,,,,,,,,,,,,,,0,,,,,,98ea5115,37.0,,,,,,,,,,,,,,,,,,,,,98ea5115,37.0,,1,,,,,,,,,,,1,,,,98ea5115,David Raya__Arsenal
Rayan,br BRA,MF,Bournemouth,18,2006,15,13,1111,12.3,5,2,7,5,0,0,1,0,0.41,0.16,0.57,0.41,0.57,288647fc,12.3,5,28,8,28.6,2.27,0.65,0.18,0.63,0,0,288647fc,12.3,,,,,,,,,,,,,,,2,,,,,,288647fc,12.3,,,,,,,,,,,,,,,,,,,,,288647fc,12.3,,6,,,,,,,,,,,8,,,,288647fc,Rayan__Bournemouth
Harrison Reed,eng ENG,MF,Fulham,30,1995,7,1,94,1.0,1,0,1,1,0,0,0,0,0.96,0.0,0.96,0.96,0.96,803ae100,1.0,1,2,1,50.0,1.91,0.96,0.5,1.0,0,0,803ae100,1.0,,,,,,,,,,,,,,,0,,,,,,803ae100,1.0,,,,,,,,,,,,,,,,,,,,,803ae100,1.0,,0,,,,,,,,,,,0,,,,803ae100,Harrison Reed__Fulham
Tijjani Reijnders,nl NED,MF,Manchester City,27,1998,28,19,1631,18.1,5,2,7,5,0,0,2,0,0.28,0.11,0.39,0.28,0.39,afb61630,18.1,5,49,16,32.7,2.7,0.88,0.1,0.31,0,0,afb61630,18.1,,,,,,,,,,,,,,,2,,,,,,afb61630,18.1,,,,,,,,,,,,,,,,,,,,,afb61630,18.1,,4,,,,,,,,,,,11,,,,afb61630,Tijjani Reijnders__Manchester City
Chadi Riad,ma MAR,DF,Crystal Palace,22,2003,9,6,552,6.1,0,1,1,0,0,0,2,0,0.0,0.16,0.16,0.0,0.16,b3b9b8b8,6.1,0,4,2,50.0,0.65,0.33,0.0,0.0,0,0,b3b9b8b8,6.1,,,,,,,,,,,,,,,1,,,,,,b3b9b8b8,6.1,,,,,,,,,,,,,,,,,,,,,b3b9b8b8,6.1,,5,,,,,,,,,,,4,,,,b3b9b8b8,Chadi Riad__Crystal Palace
Declan Rice,eng ENG,MF,Arsenal,26,1999,36,35,3094,34.4,4,5,9,4,0,0,3,0,0.12,0.15,0.26,0.12,0.26,1c7012b8,34.4,4,40,13,32.5,1.16,0.38,0.1,0.31,0,0,1c7012b8,34.4,,,,,,,,,,,,,,,5,,,,,,1c7012b8,34.4,,,,,,,,,,,,,,,,,,,,,1c7012b8,34.4,,33,,,,,,,,,,,33,,,,1c7012b8,Declan Rice__Arsenal
Chris Richards,us USA,DF,Crystal Palace,25,2000,33,31,2827,31.4,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03,0a3d6d2b,31.4,1,15,2,13.3,0.48,0.06,0.07,0.5,0,0,0a3d6d2b,31.4,,,,,,,,,,,,,,,0,,,,,,0a3d6d2b,31.4,,,,,,,,,,,,,,,,,,,,,0a3d6d2b,31.4,,35,,,,,,,,,,,43,,,,0a3d6d2b,Chris Richards__Crystal Palace
Richarlison,br BRA,FWMF,Tottenham,28,1997,32,20,1964,21.8,11,4,15,11,0,0,5,0,0.5,0.18,0.69,0.5,0.69,fa031b34,21.8,11,61,26,42.6,2.8,1.19,0.18,0.42,0,0,fa031b34,21.8,,,,,,,,,,,,,,,4,,,,,,fa031b34,21.8,,,,,,,,,,,,,,,,,,,,,fa031b34,21.8,,16,,,,,,,,,,,7,,,,fa031b34,Richarlison__Tottenham
Chris Rigg,eng ENG,MF,Sunderland,18,2007,18,11,761,8.5,1,1,2,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,35741fe2,8.5,1,12,3,25.0,1.42,0.35,0.08,0.33,0,0,35741fe2,8.5,,,,,,,,,,,,,,,1,,,,,,35741fe2,8.5,,,,,,,,,,,,,,,,,,,,,35741fe2,8.5,,8,,,,,,,,,,,4,,,,35741fe2,Chris Rigg__Sunderland
Patrick Roberts,eng ENG,FWMF,Sunderland,28,1997,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,59d93937,0.3,0,1,0,0.0,3.21,0.0,0.0,,0,0,59d93937,0.3,,,,,,,,,,,,,,,0,,,,,,59d93937,0.3,,,,,,,,,,,,,,,,,,,,,59d93937,0.3,,0,,,,,,,,,,,0,,,,59d93937,Patrick Roberts__Sunderland
Andy Robertson,sct SCO,DF,Liverpool,31,1994,24,11,1176,13.1,1,0,1,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08,2e4f5f03,13.1,1,10,3,30.0,0.77,0.23,0.1,0.33,0,0,2e4f5f03,13.1,,,,,,,,,,,,,,,0,,,,,,2e4f5f03,13.1,,,,,,,,,,,,,,,,,,,,,2e4f5f03,13.1,,10,,,,,,,,,,,7,,,,2e4f5f03,Andy Robertson__Liverpool
Antonee Robinson,us USA,DFMF,Fulham,27,1997,22,17,1492,16.6,1,0,1,0,1,1,5,0,0.06,0.0,0.06,0.0,0.0,289601e6,16.6,1,6,1,16.7,0.36,0.06,0.17,1.0,1,1,289601e6,16.6,,,,,,,,,,,,,,,0,,,,,,289601e6,16.6,,,,,,,,,,,,,,,,,,,,,289601e6,16.6,,31,,,,,,,,,,,28,,,,289601e6,Antonee Robinson__Fulham
Kaden Rodney,eng ENG,DFMF,Crystal Palace,20,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49375cdd,0.0,0,0,0,,0.0,0.0,,,0,0,49375cdd,0.0,,,,,,,,,,,,,,,0,,,,,,49375cdd,0.0,,,,,,,,,,,,,,,,,,,,,49375cdd,0.0,,0,,,,,,,,,,,0,,,,49375cdd,Kaden Rodney__Crystal Palace
Joe Rodon,wls WAL,DF,Leeds United,27,1997,35,33,2951,32.8,2,0,2,2,0,0,3,0,0.06,0.0,0.06,0.06,0.06,8d62d31a,32.8,2,18,7,38.9,0.55,0.21,0.11,0.29,0,0,8d62d31a,32.8,,,,,,,,,,,,,,,0,,,,,,8d62d31a,32.8,,,,,,,,,,,,,,,,,,,,,8d62d31a,32.8,,19,,,,,,,,,,,30,,,,8d62d31a,Joe Rodon__Leeds United
Rodri,es ESP,MF,Manchester City,29,1996,21,17,1511,16.8,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06,6434f10d,16.8,1,16,3,18.8,0.95,0.18,0.06,0.33,0,0,6434f10d,16.8,,,,,,,,,,,,,,,0,,,,,,6434f10d,16.8,,,,,,,,,,,,,,,,,,,,,6434f10d,16.8,,25,,,,,,,,,,,12,,,,6434f10d,Rodri__Manchester City
Guido Rodríguez,ar ARG,MF,West Ham,31,1994,6,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,34e393f2,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0,34e393f2,2.0,,,,,,,,,,,,,,,0,,,,,,34e393f2,2.0,,,,,,,,,,,,,,,,,,,,,34e393f2,2.0,,0,,,,,,,,,,,2,,,,34e393f2,Guido Rodríguez__West Ham
Robin Roefs,nl NED,GK,Sunderland,22,2003,35,35,3150,35.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,349fa918,35.0,0,0,0,,0.0,0.0,,,0,0,349fa918,35.0,,,,,,,,,,,,,,,0,,,,,,349fa918,35.0,,,,,,,,,,,,,,,,,,,,,349fa918,35.0,,0,,,,,,,,,,,0,,,,349fa918,Robin Roefs__Sunderland
Morgan Rogers,eng ENG,MF,Aston Villa,23,2002,37,37,3280,36.4,10,6,16,10,0,0,7,0,0.27,0.16,0.44,0.27,0.44,2e5915f1,36.4,10,84,32,38.1,2.3,0.88,0.12,0.31,0,0,2e5915f1,36.4,,,,,,,,,,,,,,,6,,,,,,2e5915f1,36.4,,,,,,,,,,,,,,,,,,,,,2e5915f1,36.4,,23,,,,,,,,,,,13,,,,2e5915f1,Morgan Rogers__Aston Villa
Merlin Röhl,de GER,MF,Everton,23,2002,16,6,682,7.6,1,0,1,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13,1f2c7b55,7.6,1,11,1,9.1,1.45,0.13,0.09,1.0,0,0,1f2c7b55,7.6,,,,,,,,,,,,,,,0,,,,,,1f2c7b55,7.6,,,,,,,,,,,,,,,,,,,,,1f2c7b55,7.6,,13,,,,,,,,,,,4,,,,1f2c7b55,Merlin Röhl__Everton
Cristian Romero,ar ARG,DF,Tottenham,27,1998,23,22,1868,20.8,4,1,5,4,0,0,11,2,0.19,0.05,0.24,0.19,0.24,a3d94a58,20.8,4,17,6,35.3,0.82,0.29,0.24,0.67,0,0,a3d94a58,20.8,,,,,,,,,,,,,,,1,,,,,,a3d94a58,20.8,,,,,,,,,,,,,,,,,,,,,a3d94a58,20.8,,30,,,,,,,,,,,31,,,,a3d94a58,Cristian Romero__Tottenham
James Rowswell,eng ENG,DF,Tottenham,19,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,419147f7,0.0,0,0,0,,0.0,0.0,,,0,0,419147f7,0.0,,,,,,,,,,,,,,,0,,,,,,419147f7,0.0,,,,,,,,,,,,,,,,,,,,,419147f7,0.0,,0,,,,,,,,,,,0,,,,419147f7,James Rowswell__Tottenham
Georginio Rutter,fr FRA,MFFW,Brighton,23,2002,32,20,1786,19.8,3,3,6,3,0,0,2,0,0.15,0.15,0.3,0.15,0.3,c64c01fc,19.8,3,42,14,33.3,2.12,0.71,0.07,0.21,0,0,c64c01fc,19.8,,,,,,,,,,,,,,,3,,,,,,c64c01fc,19.8,,,,,,,,,,,,,,,,,,,,,c64c01fc,19.8,,19,,,,,,,,,,,11,,,,c64c01fc,Georginio Rutter__Brighton
José Sá,pt POR,GK,Wolves,32,1993,23,23,2070,23.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,903b6e8b,23.0,0,0,0,,0.0,0.0,,,0,0,903b6e8b,23.0,,,,,,,,,,,,,,,0,,,,,,903b6e8b,23.0,,,,,,,,,,,,,,,,,,,,,903b6e8b,23.0,,0,,,,,,,,,,,0,,,,903b6e8b,José Sá__Wolves
Noah Sadiki,cd COD,MF,Sunderland,20,2004,33,33,2889,32.1,0,1,1,0,0,0,9,0,0.0,0.03,0.03,0.0,0.03,645481cc,32.1,0,19,5,26.3,0.59,0.16,0.0,0.0,0,0,645481cc,32.1,,,,,,,,,,,,,,,1,,,,,,645481cc,32.1,,,,,,,,,,,,,,,,,,,,,645481cc,32.1,,26,,,,,,,,,,,33,,,,645481cc,Noah Sadiki__Sunderland
Bukayo Saka,eng ENG,FWMF,Arsenal,23,2001,31,25,2222,24.7,7,5,12,6,1,1,2,0,0.28,0.2,0.49,0.24,0.45,bc7dc64d,24.7,7,71,27,38.0,2.88,1.09,0.1,0.26,1,1,bc7dc64d,24.7,,,,,,,,,,,,,,,5,,,,,,bc7dc64d,24.7,,,,,,,,,,,,,,,,,,,,,bc7dc64d,24.7,,19,,,,,,,,,,,16,,,,bc7dc64d,Bukayo Saka__Arsenal
Mohamed Salah,eg EGY,MF,Liverpool,33,1992,27,23,2146,23.8,7,7,14,6,1,1,1,0,0.29,0.29,0.59,0.25,0.55,e342ad68,23.8,7,68,19,27.9,2.85,0.8,0.1,0.37,1,1,e342ad68,23.8,,,,,,,,,,,,,,,7,,,,,,e342ad68,23.8,,,,,,,,,,,,,,,,,,,,,e342ad68,23.8,,12,,,,,,,,,,,3,,,,e342ad68,Mohamed Salah__Liverpool
William Saliba,fr FRA,DF,Arsenal,24,2001,31,30,2614,29.0,1,0,1,1,0,0,2,0,0.03,0.0,0.03,0.03,0.03,972aeb2a,29.0,1,5,1,20.0,0.17,0.03,0.2,1.0,0,0,972aeb2a,29.0,,,,,,,,,,,,,,,0,,,,,,972aeb2a,29.0,,,,,,,,,,,,,,,,,,,,,972aeb2a,29.0,,23,,,,,,,,,,,15,,,,972aeb2a,William Saliba__Arsenal
Robert Sánchez,es ESP,GK,Chelsea,27,1997,35,35,3039,33.8,0,1,1,0,0,0,3,1,0.0,0.03,0.03,0.0,0.03,6a713852,33.8,0,0,0,,0.0,0.0,,,0,0,6a713852,33.8,,,,,,,,,,,,,,,1,,,,,,6a713852,33.8,,,,,,,,,,,,,,,,,,,,,6a713852,33.8,,0,,,,,,,,,,,1,,,,6a713852,Robert Sánchez__Chelsea
Jadon Sancho,eng ENG,MF,Aston Villa,25,2000,23,9,876,9.7,0,2,2,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21,dbf053da,9.7,0,10,3,30.0,1.03,0.31,0.0,0.0,0,0,dbf053da,9.7,,,,,,,,,,,,,,,2,,,,,,dbf053da,9.7,,,,,,,,,,,,,,,,,,,,,dbf053da,9.7,,2,,,,,,,,,,,2,,,,dbf053da,Jadon Sancho__Aston Villa
Ibrahim Sangaré,ci CIV,MF,Nottingham,27,1997,28,25,2075,23.1,2,2,4,2,0,0,5,0,0.09,0.09,0.17,0.09,0.17,bced0375,23.1,2,16,5,31.3,0.69,0.22,0.13,0.4,0,0,bced0375,23.1,,,,,,,,,,,,,,,2,,,,,,bced0375,23.1,,,,,,,,,,,,,,,,,,,,,bced0375,23.1,,32,,,,,,,,,,,22,,,,bced0375,Ibrahim Sangaré__Nottingham
Andrey Santos,br BRA,MF,Chelsea,21,2004,27,13,1260,14.0,1,0,1,1,0,0,4,0,0.07,0.0,0.07,0.07,0.07,dd745366,14.0,1,11,2,18.2,0.79,0.14,0.09,0.5,0,0,dd745366,14.0,,,,,,,,,,,,,,,0,,,,,,dd745366,14.0,,,,,,,,,,,,,,,,,,,,,dd745366,14.0,,21,,,,,,,,,,,18,,,,dd745366,Andrey Santos__Chelsea
Ismaila Sarr,sn SEN,MF,Crystal Palace,27,1998,28,24,2174,24.2,9,1,10,6,3,3,2,0,0.37,0.04,0.41,0.25,0.29,bfdb33aa,24.2,9,48,21,43.8,1.99,0.87,0.19,0.43,3,3,bfdb33aa,24.2,,,,,,,,,,,,,,,1,,,,,,bfdb33aa,24.2,,,,,,,,,,,,,,,,,,,,,bfdb33aa,24.2,,9,,,,,,,,,,,7,,,,bfdb33aa,Ismaila Sarr__Crystal Palace
Mamadou Sarr,sn SEN,DF,Chelsea,19,2005,3,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,61f80c89,1.1,0,1,0,0.0,0.88,0.0,0.0,,0,0,61f80c89,1.1,,,,,,,,,,,,,,,0,,,,,,61f80c89,1.1,,,,,,,,,,,,,,,,,,,,,61f80c89,1.1,,0,,,,,,,,,,,1,,,,61f80c89,Mamadou Sarr__Chelsea
Sávio,br BRA,MF,Manchester City,21,2004,24,7,833,9.3,1,1,2,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,fe6e7156,9.3,1,20,11,55.0,2.16,1.19,0.05,0.09,0,0,fe6e7156,9.3,,,,,,,,,,,,,,,1,,,,,,fe6e7156,9.3,,,,,,,,,,,,,,,,,,,,,fe6e7156,9.3,,5,,,,,,,,,,,5,,,,fe6e7156,Sávio__Manchester City
Nicolò Savona,it ITA,DF,Nottingham,22,2003,14,11,1028,11.4,2,0,2,2,0,0,2,0,0.18,0.0,0.18,0.18,0.18,e041497d,11.4,2,5,3,60.0,0.44,0.26,0.4,0.67,0,0,e041497d,11.4,,,,,,,,,,,,,,,0,,,,,,e041497d,11.4,,,,,,,,,,,,,,,,,,,,,e041497d,11.4,,12,,,,,,,,,,,5,,,,e041497d,Nicolò Savona__Nottingham
Oliver Scarles,eng ENG,DFMF,West Ham,19,2005,13,9,659,7.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,242e5e6d,7.3,0,3,0,0.0,0.41,0.0,0.0,,0,0,242e5e6d,7.3,,,,,,,,,,,,,,,0,,,,,,242e5e6d,7.3,,,,,,,,,,,,,,,,,,,,,242e5e6d,7.3,,19,,,,,,,,,,,13,,,,242e5e6d,Oliver Scarles__West Ham
Dane Scarlett,eng ENG,FW,Tottenham,21,2004,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21945a9e,0.1,0,0,0,,0.0,0.0,,,0,0,21945a9e,0.1,,,,,,,,,,,,,,,0,,,,,,21945a9e,0.1,,,,,,,,,,,,,,,,,,,,,21945a9e,0.1,,0,,,,,,,,,,,0,,,,21945a9e,Dane Scarlett__Tottenham
Kevin Schade,de GER,MFFW,Brentford,23,2001,35,32,2745,30.5,8,3,11,8,0,1,6,1,0.26,0.1,0.36,0.26,0.36,52afb588,30.5,8,57,24,42.1,1.87,0.79,0.14,0.33,0,1,52afb588,30.5,,,,,,,,,,,,,,,3,,,,,,52afb588,30.5,,,,,,,,,,,,,,,,,,,,,52afb588,30.5,,27,,,,,,,,,,,19,,,,52afb588,Kevin Schade__Brentford
Fabian Schär,ch SUI,DF,Newcastle,33,1991,16,11,1091,12.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,c8aa95da,12.1,0,17,4,23.5,1.4,0.33,0.0,0.0,0,0,c8aa95da,12.1,,,,,,,,,,,,,,,0,,,,,,c8aa95da,12.1,,,,,,,,,,,,,,,,,,,,,c8aa95da,12.1,,9,,,,,,,,,,,16,,,,c8aa95da,Fabian Schär__Newcastle
Alex Scott,eng ENG,MF,Bournemouth,21,2003,37,34,2849,31.7,3,1,4,3,0,0,5,0,0.09,0.03,0.13,0.09,0.13,104d0bb8,31.7,3,44,13,29.5,1.39,0.41,0.07,0.23,0,0,104d0bb8,31.7,,,,,,,,,,,,,,,1,,,,,,104d0bb8,31.7,,,,,,,,,,,,,,,,,,,,,104d0bb8,31.7,,38,,,,,,,,,,,35,,,,104d0bb8,Alex Scott__Bournemouth
Jenson Seelt,nl NED,DF,Sunderland,22,2003,2,1,134,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ec75ee25,1.5,0,0,0,,0.0,0.0,,,0,0,ec75ee25,1.5,,,,,,,,,,,,,,,0,,,,,,ec75ee25,1.5,,,,,,,,,,,,,,,,,,,,,ec75ee25,1.5,,0,,,,,,,,,,,0,,,,ec75ee25,Jenson Seelt__Sunderland
Matz Sels,be BEL,GK,Nottingham,33,1992,31,30,2668,29.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,834b5c4c,29.6,0,0,0,,0.0,0.0,,,0,0,834b5c4c,29.6,,,,,,,,,,,,,,,0,,,,,,834b5c4c,29.6,,,,,,,,,,,,,,,,,,,,,834b5c4c,29.6,,1,,,,,,,,,,,0,,,,834b5c4c,Matz Sels__Nottingham
Antoine Semenyo,gh GHA,MFFW,Manchester City,25,2000,17,17,1397,15.5,7,1,8,7,0,0,1,0,0.45,0.06,0.52,0.45,0.52,efd2ec23,15.5,7,34,14,41.2,2.19,0.9,0.21,0.5,0,0,efd2ec23,15.5,,,,,,,,,,,,,,,1,,,,,,efd2ec23,15.5,,,,,,,,,,,,,,,,,,,,,efd2ec23,15.5,,11,,,,,,,,,,,6,,,,efd2ec23,Antoine Semenyo__Manchester City
Antoine Semenyo,gh GHA,MF,Bournemouth,25,2000,20,20,1798,20.0,10,3,13,9,1,2,6,0,0.5,0.15,0.65,0.45,0.6,efd2ec23,20.0,10,49,27,55.1,2.45,1.35,0.2,0.37,1,2,efd2ec23,20.0,,,,,,,,,,,,,,,3,,,,,,efd2ec23,20.0,,,,,,,,,,,,,,,,,,,,,efd2ec23,20.0,,20,,,,,,,,,,,6,,,,efd2ec23,Antoine Semenyo__Bournemouth
Marcos Senesi,ar ARG,DF,Bournemouth,28,1997,37,37,3288,36.5,0,5,5,0,0,0,8,0,0.0,0.14,0.14,0.0,0.14,35141f4c,36.5,0,17,5,29.4,0.47,0.14,0.0,0.0,0,0,35141f4c,36.5,,,,,,,,,,,,,,,5,,,,,,35141f4c,36.5,,,,,,,,,,,,,,,,,,,,,35141f4c,36.5,,34,,,,,,,,,,,50,,,,35141f4c,Marcos Senesi__Bournemouth
Benjamin Šeško,si SVN,FW,Manchester Utd,22,2003,30,17,1643,18.3,11,1,12,11,0,0,2,0,0.6,0.05,0.66,0.6,0.66,3260690c,18.3,11,61,34,55.7,3.34,1.86,0.18,0.32,0,0,3260690c,18.3,,,,,,,,,,,,,,,1,,,,,,3260690c,18.3,,,,,,,,,,,,,,,,,,,,,3260690c,18.3,,3,,,,,,,,,,,3,,,,3260690c,Benjamin Šeško__Manchester Utd
Ryan Sessegnon,eng ENG,DFMF,Fulham,25,2000,27,20,1823,20.3,3,1,4,3,0,0,0,0,0.15,0.05,0.2,0.15,0.2,6aa3e78b,20.3,3,16,4,25.0,0.79,0.2,0.19,0.75,0,0,6aa3e78b,20.3,,,,,,,,,,,,,,,1,,,,,,6aa3e78b,20.3,,,,,,,,,,,,,,,,,,,,,6aa3e78b,20.3,,29,,,,,,,,,,,23,,,,6aa3e78b,Ryan Sessegnon__Fulham
Luke Shaw,eng ENG,DF,Manchester Utd,30,1995,38,38,3219,35.8,1,1,2,1,0,0,9,0,0.03,0.03,0.06,0.03,0.06,9c94165b,35.8,1,10,3,30.0,0.28,0.08,0.1,0.33,0,0,9c94165b,35.8,,,,,,,,,,,,,,,1,,,,,,9c94165b,35.8,,,,,,,,,,,,,,,,,,,,,9c94165b,35.8,,45,,,,,,,,,,,43,,,,9c94165b,Luke Shaw__Manchester Utd
Bernardo Silva,pt POR,MF,Manchester City,30,1994,38,34,2872,31.9,2,4,6,2,0,0,10,0,0.06,0.13,0.19,0.06,0.19,3eb22ec9,31.9,2,30,7,23.3,0.94,0.22,0.07,0.29,0,0,3eb22ec9,31.9,,,,,,,,,,,,,,,4,,,,,,3eb22ec9,31.9,,,,,,,,,,,,,,,,,,,,,3eb22ec9,31.9,,28,,,,,,,,,,,21,,,,3eb22ec9,Bernardo Silva__Manchester City
