stint_id,Gls/90,Ast/90,Sh/90,SoT%,G/Sh,G/SoT,TklW/90,Int/90,TklWInt/90
Kobbie Mainoo__Manchester Utd,0.05405405405405406,0.10810810810810811,0.7027027027027027,23.1,0.08,0.33,1.0810810810810811,1.027027027027027,2.108108108108108
Donyell Malen__Aston Villa,0.547945205479452,0.136986301369863,3.6986301369863015,33.3,0.15,0.44,0.273972602739726,0.0,0.273972602739726
Reinildo Mandava__Sunderland,0.0,0.04587155963302752,0.18348623853211007,0.0,0.0,0.0,1.055045871559633,1.3302752293577982,2.385321100917431
Mateus Mane__Wolves,0.15075376884422112,0.05025125628140704,2.0603015075376887,41.5,0.07,0.18,0.6532663316582915,0.2512562814070352,0.9045226130653267
Omar Marmoush__Manchester City,0.38461538461538464,0.38461538461538464,3.8461538461538463,30.0,0.1,0.33,1.0256410256410258,0.25641025641025644,1.2820512820512822
Gabriel Martinelli__Arsenal,0.08333333333333333,0.3333333333333333,2.4166666666666665,44.8,0.03,0.08,0.6666666666666666,0.08333333333333333,0.75
Lisandro Martínez__Manchester Utd,0.0,0.0,0.36496350364963503,0.0,0.0,0.0,0.8029197080291971,0.8759124087591241,1.6788321167883213
Pape Matar Sarr__Tottenham,0.12903225806451613,0.25806451612903225,1.096774193548387,35.3,0.12,0.33,1.3548387096774193,0.9032258064516129,2.2580645161290325
Jean-Philippe Mateta__Crystal Palace,0.4878048780487805,0.0,2.5609756097560976,50.8,0.19,0.38,0.16260162601626016,0.24390243902439024,0.4065040650406504
Konstantinos Mavropanos__West Ham,0.10638297872340426,0.0,0.8156028368794327,34.8,0.13,0.38,0.851063829787234,1.6666666666666667,2.517730496453901
Eliezer Mayenda__Sunderland,0.23809523809523808,0.0,1.5476190476190474,46.2,0.15,0.33,0.35714285714285715,0.11904761904761904,0.47619047619047616
Noussair Mazraoui__Manchester Utd,0.0,0.0,0.4587155963302752,0.0,0.0,0.0,1.3761467889908257,1.0091743119266054,2.385321100917431
Bryan Mbeumo__Manchester Utd,0.3793103448275862,0.10344827586206896,2.5172413793103448,43.8,0.15,0.34,0.3793103448275862,0.2413793103448276,0.6206896551724138
John McGinn__Aston Villa,0.2109704641350211,0.16877637130801687,1.1814345991561181,42.9,0.18,0.42,0.7172995780590717,0.5063291139240507,1.2236286919831223
Dwight McNeil__Everton,0.0,0.07692307692307693,1.8461538461538463,20.8,0.0,0.0,1.2307692307692308,0.7692307692307693,2.0
Hannibal Mejbri__Burnley,0.07299270072992702,0.29197080291970806,1.3868613138686132,26.3,0.05,0.2,1.2408759124087592,0.5109489051094891,1.7518248175182483
Mikel Merino__Arsenal,0.34782608695652173,0.2608695652173913,1.9130434782608696,36.4,0.18,0.5,1.1304347826086956,0.782608695652174,1.9130434782608696
Nikola Milenković__Nottingham,0.0,0.0,0.4266666666666667,6.3,0.0,0.0,0.5066666666666667,0.7733333333333333,1.28
Lewis Miley__Newcastle,0.06024096385542168,0.24096385542168672,0.7228915662650601,33.3,0.08,0.25,1.0843373493975903,1.2048192771084336,2.2891566265060237
James Milner__Brighton,0.1149425287356322,0.1149425287356322,0.9195402298850576,25.0,0.13,0.5,1.0344827586206897,0.574712643678161,1.6091954022988506
Tyrone Mings__Aston Villa,0.0,0.0,0.6122448979591837,11.1,0.0,0.0,0.1360544217687075,0.7482993197278912,0.8843537414965987
Yankuba Minteh__Brighton,0.11278195488721804,0.15037593984962405,1.5413533834586466,26.8,0.07,0.27,1.3909774436090225,0.5639097744360902,1.9548872180451127
Tyrick Mitchell__Crystal Palace,0.027700831024930747,0.055401662049861494,0.5263157894736842,36.8,0.05,0.14,1.8005540166204985,0.9141274238227146,2.714681440443213
Kaoru Mitoma__Brighton,0.15706806282722513,0.05235602094240837,1.6753926701570678,40.6,0.09,0.23,0.6282722513089005,0.41884816753926696,1.0471204188481675
