Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,fbref_id,90s_shooting_dup,Gls_shooting_dup,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting_dup,PKatt_shooting_dup,fbref_id_shooting_dup,90s_passing_dup,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing_dup,A-xAG,KP,1/3,PPA,CrsPA,fbref_id_passing_dup,90s_possession_dup,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_possession_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession_dup,PrgDist_possession_dup,1/3_possession_dup,CPA,Mis,Dis,Rec,fbref_id_possession_dup,90s_defense_dup,Tkl,TklW,Def 3rd_defense_dup,Mid 3rd_defense_dup,Att 3rd_defense_dup,Tkl.1,Att_defense_dup,Tkl%,Lost,Blocks,Sh_defense_dup,Pass,Int,Tkl+Int,Clr,Err,fbref_id_defense_dup,stint_id,reason
Saša Kalajdžić,at AUT,FWMF,Wolves,28,1997,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,15f24fe7,0.2,0,0,0,,0.0,0.0,,,0,0,15f24fe7,0.2,,,,,,,,,,,,,,,0,,,,,,15f24fe7,0.2,,,,,,,,,,,,,,,,,,,,,15f24fe7,0.2,,0,,,,,,,,,,,0,,,,15f24fe7,Saša Kalajdžić__Wolves,below_600_min_threshold
Arnaud Kalimuendo,fr FRA,FW,Nottingham,23,2002,9,0,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,bf4c41f9,1.1,0,4,1,25.0,3.75,0.94,0.0,0.0,0,0,bf4c41f9,1.1,,,,,,,,,,,,,,,0,,,,,,bf4c41f9,1.1,,,,,,,,,,,,,,,,,,,,,bf4c41f9,1.1,,1,,,,,,,,,,,0,,,,bf4c41f9,Arnaud Kalimuendo__Nottingham,below_600_min_threshold
Mohamadou Kanté,fr FRA,MF,West Ham,19,2005,11,0,75,0.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0041f3e6,0.8,0,2,0,0.0,2.4,0.0,0.0,,0,0,0041f3e6,0.8,,,,,,,,,,,,,,,0,,,,,,0041f3e6,0.8,,,,,,,,,,,,,,,,,,,,,0041f3e6,0.8,,4,,,,,,,,,,,0,,,,0041f3e6,Mohamadou Kanté__West Ham,below_600_min_threshold
Joe Knight,eng ENG,MF,Brighton,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,16168a0f,0.0,0,0,0,,0.0,0.0,,,0,0,16168a0f,0.0,,,,,,,,,,,,,,,0,,,,,,16168a0f,0.0,,,,,,,,,,,,,,,,,,,,,16168a0f,0.0,,0,,,,,,,,,,,0,,,,16168a0f,Joe Knight__Brighton,below_600_min_threshold
Charalampos Kostoulas,gr GRE,FW,Brighton,18,2007,21,2,369,4.1,2,1,3,2,0,0,2,0,0.49,0.24,0.73,0.49,0.73,816010c4,4.1,2,21,8,38.1,5.12,1.95,0.1,0.25,0,0,816010c4,4.1,,,,,,,,,,,,,,,1,,,,,,816010c4,4.1,,,,,,,,,,,,,,,,,,,,,816010c4,4.1,,6,,,,,,,,,,,1,,,,816010c4,Charalampos Kostoulas__Brighton,below_600_min_threshold
Mateo Kovačić,hr CRO,MF,Manchester City,31,1994,6,1,130,1.4,0,1,1,0,0,0,0,0,0.0,0.69,0.69,0.0,0.69,79c0821a,1.4,0,2,0,0.0,1.38,0.0,0.0,,0,0,79c0821a,1.4,,,,,,,,,,,,,,,1,,,,,,79c0821a,1.4,,,,,,,,,,,,,,,,,,,,,79c0821a,1.4,,1,,,,,,,,,,,2,,,,79c0821a,Mateo Kovačić__Manchester City,below_600_min_threshold
Emil Krafth,se SWE,DF,Newcastle,30,1994,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,77cf6852,0.5,0,0,0,,0.0,0.0,,,0,0,77cf6852,0.5,,,,,,,,,,,,,,,0,,,,,,77cf6852,0.5,,,,,,,,,,,,,,,,,,,,,77cf6852,0.5,,0,,,,,,,,,,,0,,,,77cf6852,Emil Krafth__Newcastle,below_600_min_threshold
Jonah Kusi-Asare,se SWE,FW,Fulham,18,2007,7,0,55,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,c7c26e61,0.6,0,0,0,,0.0,0.0,,,0,0,c7c26e61,0.6,,,,,,,,,,,,,,,0,,,,,,c7c26e61,0.6,,,,,,,,,,,,,,,,,,,,,c7c26e61,0.6,,1,,,,,,,,,,,0,,,,c7c26e61,Jonah Kusi-Asare__Fulham,below_600_min_threshold
Shea Lacey,eng ENG,FW,Manchester Utd,18,2007,3,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3160e952,0.5,0,4,1,25.0,8.37,2.09,0.0,0.0,0,0,3160e952,0.5,,,,,,,,,,,,,,,0,,,,,,3160e952,0.5,,,,,,,,,,,,,,,,,,,,,3160e952,0.5,,0,,,,,,,,,,,0,,,,3160e952,Shea Lacey__Manchester Utd,below_600_min_threshold
Jamaal Lascelles,eng ENG,DF,Newcastle,31,1993,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,450ab6fc,0.2,0,1,0,0.0,4.29,0.0,0.0,,0,0,450ab6fc,0.2,,,,,,,,,,,,,,,0,,,,,,450ab6fc,0.2,,,,,,,,,,,,,,,,,,,,,450ab6fc,0.2,,0,,,,,,,,,,,0,,,,450ab6fc,Jamaal Lascelles__Newcastle,below_600_min_threshold
Roméo Lavia,be BEL,MF,Chelsea,21,2004,12,4,382,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ecad9aa5,4.2,0,3,0,0.0,0.71,0.0,0.0,,0,0,ecad9aa5,4.2,,,,,,,,,,,,,,,0,,,,,,ecad9aa5,4.2,,,,,,,,,,,,,,,,,,,,,ecad9aa5,4.2,,7,,,,,,,,,,,5,,,,ecad9aa5,Roméo Lavia__Chelsea,below_600_min_threshold
Rico Lewis,eng ENG,DF,Manchester City,20,2004,11,4,407,4.5,0,1,1,0,0,0,2,0,0.0,0.22,0.22,0.0,0.22,b57e066e,4.5,0,3,0,0.0,0.66,0.0,0.0,,0,0,b57e066e,4.5,,,,,,,,,,,,,,,1,,,,,,b57e066e,4.5,,,,,,,,,,,,,,,,,,,,,b57e066e,4.5,,4,,,,,,,,,,,7,,,,b57e066e,Rico Lewis__Manchester City,below_600_min_threshold
Pedro Lima,br BRA,MF,Wolves,19,2006,9,3,260,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,b2f4cad5,2.9,0,4,1,25.0,1.38,0.35,0.0,0.0,0,0,b2f4cad5,2.9,,,,,,,,,,,,,,,0,,,,,,b2f4cad5,2.9,,,,,,,,,,,,,,,,,,,,,b2f4cad5,2.9,,5,,,,,,,,,,,4,,,,b2f4cad5,Pedro Lima__Wolves,below_600_min_threshold
Fer López,es ESP,MF,Wolves,21,2004,9,2,235,2.6,0,1,1,0,0,0,1,0,0.0,0.38,0.38,0.0,0.38,675cacff,2.6,0,5,1,20.0,1.91,0.38,0.0,0.0,0,0,675cacff,2.6,,,,,,,,,,,,,,,1,,,,,,675cacff,2.6,,,,,,,,,,,,,,,,,,,,,675cacff,2.6,,1,,,,,,,,,,,0,,,,675cacff,Fer López__Wolves,below_600_min_threshold
Lorenzo Lucca,it ITA,FW,Nottingham,24,2000,4,1,129,1.4,1,0,1,1,0,0,0,0,0.7,0.0,0.7,0.7,0.7,83c06f3a,1.4,1,4,1,25.0,2.79,0.7,0.25,1.0,0,0,83c06f3a,1.4,,,,,,,,,,,,,,,0,,,,,,83c06f3a,1.4,,,,,,,,,,,,,,,,,,,,,83c06f3a,1.4,,0,,,,,,,,,,,1,,,,83c06f3a,Lorenzo Lucca__Nottingham,below_600_min_threshold
Douglas Luiz,br BRA,MF,Nottingham,27,1998,8,5,315,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,6f7d826d,3.5,0,5,1,20.0,1.43,0.29,0.0,0.0,0,0,6f7d826d,3.5,,,,,,,,,,,,,,,0,,,,,,6f7d826d,3.5,,,,,,,,,,,,,,,,,,,,,6f7d826d,3.5,,3,,,,,,,,,,,7,,,,6f7d826d,Douglas Luiz__Nottingham,below_600_min_threshold
James Maddison,eng ENG,FWMF,Tottenham,28,1996,3,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ee38d9c5,0.4,0,2,0,0.0,4.86,0.0,0.0,,0,0,ee38d9c5,0.4,,,,,,,,,,,,,,,0,,,,,,ee38d9c5,0.4,,,,,,,,,,,,,,,,,,,,,ee38d9c5,0.4,,1,,,,,,,,,,,0,,,,ee38d9c5,James Maddison__Tottenham,below_600_min_threshold
Tyrell Malacia,nl NED,DF,Manchester Utd,25,1999,3,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6b6c793c,0.2,0,0,0,,0.0,0.0,,,0,0,6b6c793c,0.2,,,,,,,,,,,,,,,0,,,,,,6b6c793c,0.2,,,,,,,,,,,,,,,,,,,,,6b6c793c,0.2,,1,,,,,,,,,,,0,,,,6b6c793c,Tyrell Malacia__Manchester Utd,below_600_min_threshold
Bendito Mantato,eng ENG,MF,Manchester Utd,17,2008,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,e8a55b80,0.2,0,0,0,,0.0,0.0,,,0,0,e8a55b80,0.2,,,,,,,,,,,,,,,0,,,,,,e8a55b80,0.2,,,,,,,,,,,,,,,,,,,,,e8a55b80,0.2,,0,,,,,,,,,,,0,,,,e8a55b80,Bendito Mantato__Manchester Utd,below_600_min_threshold
Solly March,eng ENG,MF,Brighton,31,1994,4,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,bb5fbd2b,0.5,0,1,1,100.0,2.2,2.2,0.0,0.0,0,0,bb5fbd2b,0.5,,,,,,,,,,,,,,,0,,,,,,bb5fbd2b,0.5,,,,,,,,,,,,,,,,,,,,,bb5fbd2b,0.5,,2,,,,,,,,,,,0,,,,bb5fbd2b,Solly March__Brighton,below_600_min_threshold
Callum Marshall,nir NIR,FW,West Ham,20,2004,2,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3a27f1bf,0.7,0,1,0,0.0,1.5,0.0,0.0,,0,0,3a27f1bf,0.7,,,,,,,,,,,,,,,0,,,,,,3a27f1bf,0.7,,,,,,,,,,,,,,,,,,,,,3a27f1bf,0.7,,0,,,,,,,,,,,2,,,,3a27f1bf,Callum Marshall__West Ham,below_600_min_threshold
Arthur Masuaku,cd COD,DF,Sunderland,31,1993,3,2,126,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,57df7a11,1.4,0,1,0,0.0,0.71,0.0,0.0,,0,0,57df7a11,1.4,,,,,,,,,,,,,,,0,,,,,,57df7a11,1.4,,,,,,,,,,,,,,,,,,,,,57df7a11,1.4,,2,,,,,,,,,,,2,,,,57df7a11,Arthur Masuaku__Sunderland,below_600_min_threshold
Ezra Mayers,bb BRB,DF,West Ham,18,2007,6,0,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9a85a651,1.3,0,1,0,0.0,0.77,0.0,0.0,,0,0,9a85a651,1.3,,,,,,,,,,,,,,,0,,,,,,9a85a651,1.3,,,,,,,,,,,,,,,,,,,,,9a85a651,1.3,,0,,,,,,,,,,,1,,,,9a85a651,Ezra Mayers__West Ham,below_600_min_threshold
James Mcatee,eng ENG,MF,Nottingham,22,2002,14,2,298,3.3,0,1,1,0,0,0,1,0,0.0,0.3,0.3,0.0,0.3,96593e89,3.3,0,4,0,0.0,1.21,0.0,0.0,,0,0,96593e89,3.3,,,,,,,,,,,,,,,1,,,,,,96593e89,3.3,,,,,,,,,,,,,,,,,,,,,96593e89,3.3,,4,,,,,,,,,,,3,,,,96593e89,James Mcatee__Nottingham,below_600_min_threshold
Shumaira Mheuka,eng ENG,FW,Chelsea,17,2007,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,43d0b694,0.0,0,0,0,,0.0,0.0,,,0,0,43d0b694,0.0,,,,,,,,,,,,,,,0,,,,,,43d0b694,0.0,,,,,,,,,,,,,,,,,,,,,43d0b694,0.0,,0,,,,,,,,,,,0,,,,43d0b694,Shumaira Mheuka__Chelsea,below_600_min_threshold
Antoni Milambo,nl NED,MF,Brentford,20,2005,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,b05f4787,0.5,0,0,0,,0.0,0.0,,,0,0,b05f4787,0.5,,,,,,,,,,,,,,,0,,,,,,b05f4787,0.5,,,,,,,,,,,,,,,,,,,,,b05f4787,0.5,,1,,,,,,,,,,,0,,,,b05f4787,Antoni Milambo__Brentford,below_600_min_threshold
Veljko Milosavljević,rs SRB,DF,Bournemouth,18,2007,7,4,368,4.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,c478319d,4.1,0,1,0,0.0,0.24,0.0,0.0,,0,0,c478319d,4.1,,,,,,,,,,,,,,,0,,,,,,c478319d,4.1,,,,,,,,,,,,,,,,,,,,,c478319d,4.1,,4,,,,,,,,,,,4,,,,c478319d,Veljko Milosavljević__Bournemouth,below_600_min_threshold
Divine Mukasa,eng ENG,MF,Manchester City,17,2007,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ce7ae86a,0.3,0,0,0,,0.0,0.0,,,0,0,ce7ae86a,0.3,,,,,,,,,,,,,,,0,,,,,,ce7ae86a,0.3,,,,,,,,,,,,,,,,,,,,,ce7ae86a,0.3,,0,,,,,,,,,,,0,,,,ce7ae86a,Divine Mukasa__Manchester City,below_600_min_threshold
Romaine Mundle,eng ENG,MF,Sunderland,22,2003,14,2,411,4.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,597610cd,4.6,0,7,2,28.6,1.53,0.44,0.0,0.0,0,0,597610cd,4.6,,,,,,,,,,,,,,,0,,,,,,597610cd,4.6,,,,,,,,,,,,,,,,,,,,,597610cd,4.6,,4,,,,,,,,,,,1,,,,597610cd,Romaine Mundle__Sunderland,below_600_min_threshold
Alex Murphy,ie IRL,DF,Newcastle,21,2004,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,f1c42eb3,0.1,0,0,0,,0.0,0.0,,,0,0,f1c42eb3,0.1,,,,,,,,,,,,,,,0,,,,,,f1c42eb3,0.1,,,,,,,,,,,,,,,,,,,,,f1c42eb3,0.1,,0,,,,,,,,,,,1,,,,f1c42eb3,Alex Murphy__Newcastle,below_600_min_threshold
Sean Neave,eng ENG,FW,Newcastle,18,2007,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ff392864,0.2,0,1,0,0.0,6.43,0.0,0.0,,0,0,ff392864,0.2,,,,,,,,,,,,,,,0,,,,,,ff392864,0.2,,,,,,,,,,,,,,,,,,,,,ff392864,0.2,,0,,,,,,,,,,,0,,,,ff392864,Sean Neave__Newcastle,below_600_min_threshold
Dan Neil,eng ENG,MF,Sunderland,23,2001,3,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,a47ad0f5,0.2,0,0,0,,0.0,0.0,,,0,0,a47ad0f5,0.2,,,,,,,,,,,,,,,0,,,,,,a47ad0f5,0.2,,,,,,,,,,,,,,,,,,,,,a47ad0f5,0.2,,0,,,,,,,,,,,1,,,,a47ad0f5,Dan Neil__Sunderland,below_600_min_threshold
Reiss Nelson,eng ENG,FWMF,Brentford,25,1999,10,0,126,1.4,0,1,1,0,0,0,0,0,0.0,0.71,0.71,0.0,0.71,c5bdb6e3,1.4,0,5,1,20.0,3.57,0.71,0.0,0.0,0,0,c5bdb6e3,1.4,,,,,,,,,,,,,,,1,,,,,,c5bdb6e3,1.4,,,,,,,,,,,,,,,,,,,,,c5bdb6e3,1.4,,3,,,,,,,,,,,0,,,,c5bdb6e3,Reiss Nelson__Brentford,below_600_min_threshold
Luca Netz,de GER,DFMF,Nottingham,22,2003,7,3,357,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,e79269bd,4.0,0,0,0,,0.0,0.0,,,0,0,e79269bd,4.0,,,,,,,,,,,,,,,0,,,,,,e79269bd,4.0,,,,,,,,,,,,,,,,,,,,,e79269bd,4.0,,8,,,,,,,,,,,1,,,,e79269bd,Luca Netz__Nottingham,below_600_min_threshold
Rio Ngumoha,eng ENG,MF,Liverpool,16,2008,19,5,560,6.2,2,1,3,2,0,0,0,0,0.32,0.16,0.48,0.32,0.48,022eca88,6.2,2,16,6,37.5,2.57,0.96,0.13,0.33,0,0,022eca88,6.2,,,,,,,,,,,,,,,1,,,,,,022eca88,6.2,,,,,,,,,,,,,,,,,,,,,022eca88,6.2,,2,,,,,,,,,,,3,,,,022eca88,Rio Ngumoha__Liverpool,below_600_min_threshold
Eddie Nketiah,eng ENG,MF,Crystal Palace,26,1999,12,2,424,4.7,2,0,2,2,0,0,2,0,0.42,0.0,0.42,0.42,0.42,a53649b7,4.7,2,15,6,40.0,3.18,1.27,0.13,0.33,0,0,a53649b7,4.7,,,,,,,,,,,,,,,0,,,,,,a53649b7,4.7,,,,,,,,,,,,,,,,,,,,,a53649b7,4.7,,6,,,,,,,,,,,2,,,,a53649b7,Eddie Nketiah__Crystal Palace,below_600_min_threshold
Ethan Nwaneri,eng ENG,MF,Arsenal,18,2007,6,0,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7f94982c,1.9,0,6,0,0.0,3.16,0.0,0.0,,0,0,7f94982c,1.9,,,,,,,,,,,,,,,0,,,,,,7f94982c,1.9,,,,,,,,,,,,,,,,,,,,,7f94982c,1.9,,0,,,,,,,,,,,0,,,,7f94982c,Ethan Nwaneri__Arsenal,below_600_min_threshold
Trey Nyoni,eng ENG,MF,Liverpool,18,2007,6,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1d3b3d77,0.3,0,1,0,0.0,3.75,0.0,0.0,,0,0,1d3b3d77,0.3,,,,,,,,,,,,,,,0,,,,,,1d3b3d77,0.3,,,,,,,,,,,,,,,,,,,,,1d3b3d77,0.3,,0,,,,,,,,,,,0,,,,1d3b3d77,Trey Nyoni__Liverpool,below_600_min_threshold
Christian Nørgaard,dk DEN,MF,Arsenal,31,1994,7,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,df0a4c90,1.2,0,2,1,50.0,1.7,0.85,0.0,0.0,0,0,df0a4c90,1.2,,,,,,,,,,,,,,,0,,,,,,df0a4c90,1.2,,,,,,,,,,,,,,,,,,,,,df0a4c90,1.2,,2,,,,,,,,,,,1,,,,df0a4c90,Christian Nørgaard__Arsenal,below_600_min_threshold
Luke O'Nien,eng ENG,DF,Sunderland,30,1994,12,5,569,6.3,0,1,1,0,0,0,1,1,0.0,0.16,0.16,0.0,0.16,8092d497,6.3,0,4,1,25.0,0.63,0.16,0.0,0.0,0,0,8092d497,6.3,,,,,,,,,,,,,,,1,,,,,,8092d497,6.3,,,,,,,,,,,,,,,,,,,,,8092d497,6.3,,6,,,,,,,,,,,6,,,,8092d497,Luke O'Nien__Sunderland,below_600_min_threshold
Matt O'Riley,dk DEN,MF,Brighton,24,2000,6,2,204,2.3,1,0,1,0,1,1,0,0,0.44,0.0,0.44,0.0,0.0,fb495bb8,2.3,1,4,2,50.0,1.76,0.88,0.25,0.5,1,1,fb495bb8,2.3,,,,,,,,,,,,,,,0,,,,,,fb495bb8,2.3,,,,,,,,,,,,,,,,,,,,,fb495bb8,2.3,,2,,,,,,,,,,,0,,,,fb495bb8,Matt O'Riley__Brighton,below_600_min_threshold
Callum Olusesi,eng ENG,MF,Tottenham,18,2007,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,d6455444,0.2,0,0,0,,0.0,0.0,,,0,0,d6455444,0.2,,,,,,,,,,,,,,,0,,,,,,d6455444,0.2,,,,,,,,,,,,,,,,,,,,,d6455444,0.2,,0,,,,,,,,,,,0,,,,d6455444,Callum Olusesi__Tottenham,below_600_min_threshold
Frank Onyeka,ng NGA,MF,Brentford,27,1998,6,0,92,1.0,0,1,1,0,0,0,0,0,0.0,0.98,0.98,0.0,0.98,2944f86f,1.0,0,0,0,,0.0,0.0,,,0,0,2944f86f,1.0,,,,,,,,,,,,,,,1,,,,,,2944f86f,1.0,,,,,,,,,,,,,,,,,,,,,2944f86f,1.0,,0,,,,,,,,,,,0,,,,2944f86f,Frank Onyeka__Brentford,below_600_min_threshold
Nehemiah Oriola,eng ENG,MF,Brighton,18,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,febb2831,0.0,0,0,0,,0.0,0.0,,,0,0,febb2831,0.0,,,,,,,,,,,,,,,0,,,,,,febb2831,0.0,,,,,,,,,,,,,,,,,,,,,febb2831,0.0,,0,,,,,,,,,,,0,,,,febb2831,Nehemiah Oriola__Brighton,below_600_min_threshold
Stefan Ortega,de GER,GK,Nottingham,32,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,c1242d4e,3.0,0,0,0,,0.0,0.0,,,0,0,c1242d4e,3.0,,,,,,,,,,,,,,,0,,,,,,c1242d4e,3.0,,,,,,,,,,,,,,,,,,,,,c1242d4e,3.0,,0,,,,,,,,,,,0,,,,c1242d4e,Stefan Ortega__Nottingham,below_600_min_threshold
Nathan Patterson,sct SCO,DF,Everton,23,2001,7,3,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,230f0471,2.7,0,1,1,100.0,0.37,0.37,0.0,0.0,0,0,230f0471,2.7,,,,,,,,,,,,,,,0,,,,,,230f0471,2.7,,,,,,,,,,,,,,,,,,,,,230f0471,2.7,,4,,,,,,,,,,,2,,,,230f0471,Nathan Patterson__Everton,below_600_min_threshold
Myles Peart-Harris,eng ENG,MF,Brentford,22,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ea1a5662,0.0,0,0,0,,0.0,0.0,,,0,0,ea1a5662,0.0,,,,,,,,,,,,,,,0,,,,,,ea1a5662,0.0,,,,,,,,,,,,,,,,,,,,,ea1a5662,0.0,,0,,,,,,,,,,,0,,,,ea1a5662,Myles Peart-Harris__Brentford,below_600_min_threshold
Ethan Pinnock,jm JAM,DF,Brentford,32,1993,4,4,318,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,e541326e,3.5,0,1,1,100.0,0.28,0.28,0.0,0.0,0,0,e541326e,3.5,,,,,,,,,,,,,,,0,,,,,,e541326e,3.5,,,,,,,,,,,,,,,,,,,,,e541326e,3.5,,5,,,,,,,,,,,5,,,,e541326e,Ethan Pinnock__Brentford,below_600_min_threshold
Joël Piroe,sr SUR,FW,Leeds United,25,1999,16,2,258,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1f0072a6,2.9,0,14,3,21.4,4.88,1.05,0.0,0.0,0,0,1f0072a6,2.9,,,,,,,,,,,,,,,0,,,,,,1f0072a6,2.9,,,,,,,,,,,,,,,,,,,,,1f0072a6,2.9,,1,,,,,,,,,,,1,,,,1f0072a6,Joël Piroe__Leeds United,below_600_min_threshold
Harrison Reed,eng ENG,MF,Fulham,30,1995,7,1,94,1.0,1,0,1,1,0,0,0,0,0.96,0.0,0.96,0.96,0.96,803ae100,1.0,1,2,1,50.0,1.91,0.96,0.5,1.0,0,0,803ae100,1.0,,,,,,,,,,,,,,,0,,,,,,803ae100,1.0,,,,,,,,,,,,,,,,,,,,,803ae100,1.0,,0,,,,,,,,,,,0,,,,803ae100,Harrison Reed__Fulham,below_600_min_threshold
Chadi Riad,ma MAR,DF,Crystal Palace,22,2003,9,6,552,6.1,0,1,1,0,0,0,2,0,0.0,0.16,0.16,0.0,0.16,b3b9b8b8,6.1,0,4,2,50.0,0.65,0.33,0.0,0.0,0,0,b3b9b8b8,6.1,,,,,,,,,,,,,,,1,,,,,,b3b9b8b8,6.1,,,,,,,,,,,,,,,,,,,,,b3b9b8b8,6.1,,5,,,,,,,,,,,4,,,,b3b9b8b8,Chadi Riad__Crystal Palace,below_600_min_threshold
Patrick Roberts,eng ENG,FWMF,Sunderland,28,1997,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,59d93937,0.3,0,1,0,0.0,3.21,0.0,0.0,,0,0,59d93937,0.3,,,,,,,,,,,,,,,0,,,,,,59d93937,0.3,,,,,,,,,,,,,,,,,,,,,59d93937,0.3,,0,,,,,,,,,,,0,,,,59d93937,Patrick Roberts__Sunderland,below_600_min_threshold
Kaden Rodney,eng ENG,DFMF,Crystal Palace,20,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49375cdd,0.0,0,0,0,,0.0,0.0,,,0,0,49375cdd,0.0,,,,,,,,,,,,,,,0,,,,,,49375cdd,0.0,,,,,,,,,,,,,,,,,,,,,49375cdd,0.0,,0,,,,,,,,,,,0,,,,49375cdd,Kaden Rodney__Crystal Palace,below_600_min_threshold
Guido Rodríguez,ar ARG,MF,West Ham,31,1994,6,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,34e393f2,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0,34e393f2,2.0,,,,,,,,,,,,,,,0,,,,,,34e393f2,2.0,,,,,,,,,,,,,,,,,,,,,34e393f2,2.0,,0,,,,,,,,,,,2,,,,34e393f2,Guido Rodríguez__West Ham,below_600_min_threshold
James Rowswell,eng ENG,DF,Tottenham,19,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,419147f7,0.0,0,0,0,,0.0,0.0,,,0,0,419147f7,0.0,,,,,,,,,,,,,,,0,,,,,,419147f7,0.0,,,,,,,,,,,,,,,,,,,,,419147f7,0.0,,0,,,,,,,,,,,0,,,,419147f7,James Rowswell__Tottenham,below_600_min_threshold
Mamadou Sarr,sn SEN,DF,Chelsea,19,2005,3,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,61f80c89,1.1,0,1,0,0.0,0.88,0.0,0.0,,0,0,61f80c89,1.1,,,,,,,,,,,,,,,0,,,,,,61f80c89,1.1,,,,,,,,,,,,,,,,,,,,,61f80c89,1.1,,0,,,,,,,,,,,1,,,,61f80c89,Mamadou Sarr__Chelsea,below_600_min_threshold
Dane Scarlett,eng ENG,FW,Tottenham,21,2004,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21945a9e,0.1,0,0,0,,0.0,0.0,,,0,0,21945a9e,0.1,,,,,,,,,,,,,,,0,,,,,,21945a9e,0.1,,,,,,,,,,,,,,,,,,,,,21945a9e,0.1,,0,,,,,,,,,,,0,,,,21945a9e,Dane Scarlett__Tottenham,below_600_min_threshold
